馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
メイショウヘイハチ,16,159.1,34.8,48.9,2000,1,1,5,548,+10,57.0,11,117.9,16,9,57,11,11,10,43.5,538,+14,3.4,1,97.3,10,10,1,2,40.1,524,-6,-0.8,12,116.3,16,13,2,3,38.7,530,-2,1.4,6,148.7,10,4,36.1,532,-4,1.1,1,116.1,12,38.4,536,+6,0.0
メイショウイッシン,15,24.5,6.9,9.6,2000,1,2,1,506,+8,57.0,11,157.7,11,7,53,1,1,3,41.3,498,-12,3.3,12,119.7,16,10,1,1,39.9,510,0,1.5,1,151.9,11,5,1,1,36.5,510,-12,-0.2,15,124.1,3,1,41.5,522,+20,3.2,3,113.5,10,39.1,502,+2,0.1
ハジメレンジャー,1,15.5,4.6,6.3,2000,2,3,2,474,0,57.0,10,114.1,16,7,57,16,16,15,36.7,474,-4,0.8,2,118.4,16,12,13,13,36.6,478,-12,0.2,9,121.0,16,10,12,11,38.8,490,+10,1.2,5,102.9,4,12,35.4,480,-10,0.4,13,116.4,4,38.8,490,+18,1.7
ユジェニックブルー,4,6.1,2.0,2.7,2000,2,4,1,530,-2,57.0,5,111.5,16,7,57,3,5,6,38.3,532,-2,0.5,10,113.4,16,10,2,2,38.1,534,+2,0.5,6,104.4,16,8,5,4,38.0,532,0,1.4,9,113.2,13,13,38.0,532,+2,0.6,6,114.5,8,37.5,530,+6,1.0
ボーカリスト,2,58.0,10.1,14.0,2000,3,5,4,462,-2,57.0,9,85.6,16,7,57,16,13,0,36.0,464,-8,1.6,11,121.2,16,8,13,13,38.7,472,+8,1.4,9,105.1,16,2,15,14,38.3,464,-4,1.3,1,120.3,9,12,38.3,468,+6,-0.3,4,113.9,6,36.3,462,-4,0.7
テラボルト,13,68.3,18.7,26.3,2000,3,6,9,476,-10,57.0,1,154.0,15,4,57,11,10,11,38.7,486,+2,0.0,11,156.5,16,12,13,12,38.9,484,-2,1.3,6,151.3,11,6,8,8,36.6,486,0,0.2,6,155.3,3,7,38.7,486,-2,0.9,8,164.3,2,38.6,488,+18,0.7
ダヴィンチバローズ,9,6.2,2.0,2.6,2000,4,7,1,474,0,57.0,8,111.6,16,6,57,12,11,15,37.2,474,-4,0.6,1,114.5,14,3,7,8,37.5,478,+2,0.0,2,123.0,9,4,2,2,37.3,476,-2,0.0,3,121.1,16,7,37.9,478,-4,0.2,7,107.4,4,37.0,482,+18,0.8
ソルモンターレ,10,25.7,7.0,9.8,2000,4,8,2,462,+2,57.0,10,112.8,15,1,57,2,3,3,38.4,460,-6,1.2,15,120.5,16,15,3,2,40.8,466,+14,2.3,13,113.5,14,1,11,11,38.1,452,-2,2.2,2,109.8,11,5,36.5,454,+6,0.2,4,113.7,9,38.5,448,-2,0.9
イーサンジャンパー,6,10.1,2.6,3.5,2000,5,9,3,500,+2,57.0,5,113.0,16,11,57,16,16,12,36.8,498,-8,0.5,4,120.4,16,7,11,11,38.3,506,0,0.6,6,103.1,16,15,11,10,35.8,506,+4,0.6,6,105.7,15,13,37.3,502,0,1.7,3,105.6,9,37.3,502,+6,0.1
ローレルレガリス,14,54.7,9.6,13.4,2000,5,10,5,454,-8,57.0,15,114.4,16,16,55,6,6,5,38.9,462,-4,2.3,11,106.7,16,12,5,5,39.6,466,-6,1.5,3,120.4,16,8,2,2,37.7,472,-4,0.6,16,86.5,2,3,38.4,476,0,1.4,7,114.6,11,37.9,476,-4,1.1
