馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
フレンチミシル,9,7.6,1.8,2.7,1200,1,1,14,486,+16,51.0,3,72.1,16,8,50,3,2,0,37.4,470,+4,1.0,3,71.6,16,6,6,4,37.3,466,-2,0.1,14,70.0,18,12,8,8,35.4,468,0,1.3,1,72.2,1,2,36.9,468,-4,-0.2,2,71.9,13,37.3,472,0,0.8
リズモア,6,62.7,10.1,16.7,1200,1,2,3,434,+8,52.0,0,0,0,0,0,0,0,0,0,0,0,0,8,72.1,15,1,14,13,36.8,426,-4,0.5,8,123.0,9,7,7,7,35.7,430,+4,0.9,12,107.8,10,4,40.1,426,+2,1.8,10,116.2,6,39.2,424,+2,2.0
トーアティアレ,11,397.6,40.4,68.3,1200,2,3,9,450,-6,55.0,15,81.9,16,8,55,15,15,0,37.6,456,0,3.4,6,86.9,11,1,8,8,37.7,456,+10,1.4,13,116.9,16,1,12,14,38.9,446,+2,2.7,14,87.3,3,16,38.1,444,0,2.9,10,101.0,10,37.8,444,+4,1.8
ナチュラルライツ,7,63.5,8.4,14.0,1200,2,4,9,484,+10,54.0,11,73.0,15,6,53,10,11,0,37.5,474,0,1.7,12,70.4,16,15,3,5,36.4,474,+2,0.8,11,69.8,16,9,12,13,34.9,472,+4,0.7,15,101.0,13,6,39.1,468,0,2.6,1,73.7,11,38.3,468,0,0.0
プロポーズ,5,18.0,3.4,5.5,1200,3,5,19,480,+2,55.0,8,73.1,15,8,55,13,13,0,37.1,478,+2,1.5,3,59.7,10,2,7,7,35.7,476,+4,0.6,7,100.3,16,9,1,1,38.4,472,-18,1.1,16,108.2,16,12,40.1,490,+10,4.3,7,107.5,2,40.2,480,+8,0.8
ガイーヌ,13,201.5,23.3,39.2,1200,3,6,26,428,+6,55.0,12,70.6,12,6,55,8,9,0,35.6,422,+6,1.1,13,109.0,15,10,11,11,37.7,416,+10,1.3,7,117.6,8,2,5,5,38.7,406,-2,1.3,7,91.4,2,4,40.7,408,-17,3.2,1,92.5,2,38.3,425,+1,-0.7
シャラントレディ,1,3.1,1.3,1.6,1200,4,7,2,446,-2,55.0,3,72.2,16,2,55,5,5,0,37.1,448,+4,0.1,5,78.8,16,6,3,3,37.5,444,0,0.6,5,78.9,15,8,1,1,37.2,444,0,0.6,17,96.8,9,15,35.6,444,+2,1.8,1,84.2,3,35.2,442,0,0.0
ホワイトアッシュ,8,298.8,42.7,72.2,1200,4,8,9,448,-2,54.0,16,56.6,18,15,53,10,0,0,33.8,450,-2,1.7,13,89.1,13,13,7,7,40.4,452,-6,3.7,9,72.8,16,7,8,9,37.6,458,+14,1.7,16,87.6,14,4,40.5,444,0,3.2,1,87.3,6,38.5,444,+2,-0.3
ウネントリッヒ,3,20.7,4.3,6.9,1200,5,9,12,468,+8,55.0,4,72.3,14,1,55,5,5,0,37.0,460,+6,0.4,12,72.9,16,5,3,2,38.9,454,-4,1.4,10,73.4,14,13,2,2,39.5,458,-8,2.1,13,86.1,3,10,38.2,466,+8,2.0,7,71.1,8,37.3,458,-2,0.7
ミシックトウショウ,2,7.1,1.8,2.7,1200,5,10,23,444,-4,54.0,2,59.5,10,4,52,1,1,0,36.3,448,+4,0.0,2,59.6,9,9,1,1,36.4,444,0,0.2,2,59.4,12,2,1,1,36.4,444,+20,0.1,7,73.4,10,1,38.9,424,-4,0.6,1,72.1,11,38.7,428,-2,-1.5
