馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ミッキーヘネシー,3,12.9,3.2,5.5,1400,1,1,2,480,+2,53.0,4,85.1,16,7,53,16,16,0,36.3,478,0,0.6,16,128.4,16,14,4,5,38.5,478,-10,5.2,8,87.6,14,12,13,13,37.7,488,-8,0.7,8,97.8,12,11,35.1,496,0,1.2,5,83.3,3,34.9,496,0,1.4
エーシンストーリー,16,29.0,5.5,9.6,1400,1,2,2,460,-6,54.0,5,70.8,16,7,54,10,10,0,37.4,466,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フミノメルキオール,6,7.0,1.5,2.3,1400,2,3,2,484,0,56.0,3,84.8,16,1,56,8,8,0,37.0,484,-2,0.3,2,86.3,16,16,7,4,37.3,486,+6,0.5,4,86.4,16,5,11,11,36.9,480,+2,0.3,4,86.6,8,8,38.2,478,+2,1.0,5,86.8,8,38.2,476,0,0.8
ワンダージェニアル,13,25.8,5.1,9.0,1400,2,4,0,510,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒシタイフーン,8,3.0,1.2,1.4,1400,3,5,2,470,-8,56.0,2,84.6,16,3,56,2,2,0,37.7,478,+8,0.1,7,97.8,18,17,2,2,35.4,470,-8,1.1,7,97.7,18,12,8,7,35.7,478,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マサノボラーレビア,4,22.2,5.4,9.4,1400,3,6,0,524,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アークイクシオン,7,198.1,32.6,59.8,1400,4,7,0,458,-2,56.0,13,102.6,16,11,56,10,11,0,40.1,460,+2,3.8,8,88.8,16,6,15,16,37.6,458,-2,1.5,13,74.7,16,12,13,13,38.3,460,-4,1.5,6,73.6,8,11,36.8,464,+4,1.5,13,88.6,2,38.9,460,-4,2.1
メイショウイックウ,15,155.0,21.4,39.2,1400,4,8,0,454,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サンクフルネス,2,39.6,4.9,8.5,1400,5,9,2,454,+4,56.0,5,85.1,16,12,55,12,12,0,36.8,450,-8,0.6,11,115.2,16,16,7,5,41.2,458,-2,3.4,12,101.7,16,12,12,12,36.0,460,+16,1.2,10,109.9,10,12,35.1,444,-2,1.0,3,95.7,10,34.9,446,-2,1.0
メイショウダンジリ,11,232.5,35.7,65.5,1400,5,10,1,488,-6,56.0,13,81.2,16,8,56,16,15,0,36.9,494,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ペガサスピッコロ,10,45.8,7.0,12.4,1400,6,11,2,504,+4,56.0,4,89.6,16,16,56,4,4,0,37.7,500,-4,0.8,12,74.8,16,8,6,9,38.8,504,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スズカパートナー,12,119.1,13.9,25.2,1400,6,12,2,428,+6,51.0,14,75.0,16,3,54,4,6,0,39.4,422,+4,2.2,14,75.9,16,14,6,8,39.4,418,0,3.6,4,75.1,16,2,2,2,38.6,418,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ワキノネクサス,14,34.0,4.7,8.1,1400,7,13,3,424,-8,54.0,4,86.8,16,8,54,3,2,0,38.8,432,0,0.9,7,88.3,13,6,3,4,39.2,432,-6,0.7,5,86.7,16,10,5,4,37.7,438,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カラヤン,5,11.0,1.9,3.1,1400,7,14,12,476,+8,56.0,7,87.6,16,9,56,7,7,0,37.9,468,-2,1.0,2,86.1,16,16,6,5,37.1,470,0,0.3,3,86.9,16,8,6,6,37.7,470,+6,0.2,2,87.8,12,8,37.7,464,0,0.1,0,0,0,0,0,0,0
パールブロッサム,1,2.6,1.3,1.8,1400,8,15,1,420,+6,54.0,2,85.0,16,5,54,4,3,0,37.5,414,+2,0.1,2,86.1,16,15,8,8,37.8,412,-14,0.2,10,84.0,16,13,14,16,34.7,426,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トムエピソード,9,404.2,45.1,82.9,1400,8,16,3,514,+2,56.0,13,75.4,15,9,56,11,9,0,38.8,512,-6,1.8,11,74.5,16,3,11,11,38.3,518,-2,1.3,12,112.3,15,5,2,3,38.8,520,+12,3.1,14,139.6,1,6,39.2,508,-14,5.2,15,88.3,16,38.2,522,-8,1.6
