馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ヘヴンリーハート,11,220.4,31.5,59.7,1200,1,1,0,442,-8,54.0,12,91.4,12,3,54,12,12,0,40.3,450,+4,3.9,16,73.5,16,4,16,16,37.5,446,-6,3.9,10,84.8,18,6,6,5,36.5,452,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キュウシュウソダチ,6,131.6,19.6,37.2,1200,2,2,3,450,+4,55.0,9,74.9,12,7,55,11,11,0,37.7,446,+4,1.3,9,76.0,15,14,10,10,38.6,442,+4,2.2,14,97.5,14,5,6,9,35.6,438,0,2.6,8,70.1,2,13,35.2,438,+6,1.2,9,70.3,3,35.3,432,-10,0.8
ライトジャガー,8,195.9,10.6,19.8,1200,3,3,1,408,+10,55.0,16,84.7,17,15,55,10,10,0,37.2,398,-4,1.7,13,98.0,14,1,13,13,35.1,402,-8,2.1,14,76.6,16,15,11,14,40.2,410,+2,3.8,12,76.7,5,13,38.0,408,0,3.4,0,0,0,0,0,0,0
チェリーペトルズ,1,7.0,1.8,3.0,1200,4,4,2,460,+2,54.0,6,71.1,18,17,54,4,5,0,36.1,458,-2,0.5,10,70.8,16,16,4,4,36.5,460,+4,1.2,8,72.9,12,8,3,3,37.6,456,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ドレッシースタイル,10,6.7,1.9,3.2,1200,5,5,1,466,+2,55.0,3,74.0,15,7,55,2,2,0,39.0,464,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サマーフェアリー,5,19.9,2.5,4.2,1200,6,6,1,434,-4,54.0,9,83.7,17,17,54,10,11,0,36.2,438,+2,0.7,9,103.7,11,5,4,5,41.4,436,0,3.7,10,75.3,15,8,10,11,38.6,436,-4,1.4,7,75.0,10,10,37.5,440,0,2.2,0,0,0,0,0,0,0
マイネルイロンデル,7,80.2,12.1,22.8,1200,6,7,1,480,-2,52.0,15,71.0,16,5,55,13,13,0,35.7,482,+6,1.7,12,57.4,18,16,17,0,33.5,476,-2,0.8,16,100.2,16,2,8,8,36.3,478,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タカノヒーロー,2,2.3,1.1,1.3,1200,7,8,2,466,+2,55.0,2,70.0,15,12,55,2,2,0,35.2,464,+4,0.2,5,70.0,18,17,4,4,35.9,460,+6,0.2,3,81.7,13,13,1,1,35.5,454,+2,0.5,7,69.4,10,9,35.4,452,0,0.7,14,75.9,6,37.9,452,-8,2.4
ビーナストリック,3,4.5,1.3,2.1,1200,7,9,1,456,+2,54.0,4,96.1,16,11,54,11,11,0,34.2,454,+2,0.5,2,98.9,14,11,2,2,33.9,452,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ドントタッチミー,4,4.7,1.4,2.1,1200,8,10,7,446,+6,55.0,6,70.4,16,6,54,7,9,0,35.3,440,-4,0.8,4,68.9,12,11,1,2,35.1,444,-6,0.3,3,72.2,10,9,2,2,36.8,450,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ケツァルコアトル,9,87.7,14.1,26.6,1200,8,11,0,484,-4,55.0,10,70.7,16,3,55,11,11,0,35.5,488,+6,1.5,9,86.3,11,10,6,5,35.1,482,+6,1.4,9,90.7,10,10,9,8,39.6,476,0,2.5,12,85.2,12,6,41.4,476,0,4.7,0,0,0,0,0,0,0
