馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
イルテアトリーノ,9,27.2,7.4,10.5,2600,1,1,3,498,+2,54.0,15,127.5,17,15,54,1,1,1,38.7,496,-2,1.1,12,119.6,16,11,11,10,40.4,498,-6,3.2,10,111.8,16,16,4,3,36.4,504,-4,1.0,13,97.3,12,3,36.6,508,+2,1.7,13,119.1,3,40.9,506,-4,3.5
サムシングエルス,10,31.9,4.8,6.8,2600,1,2,2,456,0,56.0,9,142.0,17,14,56,9,11,14,37.6,456,-10,1.6,7,117.0,16,5,11,10,39.2,466,0,0.6,9,141.0,15,2,6,5,38.0,466,+2,1.5,10,119.7,4,11,41.1,464,-10,1.4,7,117.9,15,41.1,474,+22,2.2
フミノポールスター,2,5.2,1.8,2.3,2600,2,3,5,488,-8,56.0,10,111.2,16,4,56,7,9,0,35.9,496,+4,1.2,4,109.5,16,14,12,10,34.0,492,-8,0.5,6,115.9,16,8,7,7,38.4,500,0,1.1,5,122.3,4,5,35.1,500,+4,0.7,5,110.4,10,37.0,496,0,0.8
スノースケイプ,11,13.4,3.1,4.3,2600,2,4,3,482,-4,56.0,9,132.0,16,5,56,9,11,9,40.3,486,-2,2.0,9,123.1,16,3,16,15,35.7,488,+10,0.9,6,117.0,11,4,6,6,37.0,478,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ナイク,8,120.1,26.8,38.9,2600,3,5,4,436,+4,53.0,15,140.7,16,7,53,10,10,10,37.9,432,-8,2.8,14,118.1,16,8,15,15,40.5,440,-2,4.0,11,116.5,13,10,12,12,37.5,442,0,2.3,11,119.9,12,12,41.6,442,0,2.3,8,118.0,9,39.6,442,-6,2.7
ゴーイングスター,12,120.4,24.4,35.4,2600,3,6,2,526,+2,56.0,9,117.9,13,9,56,13,13,11,39.9,524,+4,3.6,10,120.0,14,1,7,7,39.3,520,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイネルリヒト,6,21.5,4.0,5.6,2600,4,7,2,444,+4,56.0,13,143.6,17,3,56,5,5,6,39.6,440,-8,3.2,13,111.4,16,7,11,11,36.0,448,-8,1.4,8,152.5,16,5,9,9,35.0,456,+2,1.1,8,95.9,1,14,34.5,454,+8,0.6,13,99.8,1,36.5,446,0,3.7
ホクテンリステル,14,93.1,25.4,36.9,2600,4,8,1,492,-4,53.0,10,94.2,12,10,56,5,5,6,41.8,496,+12,3.2,16,78.2,16,12,13,15,41.6,484,+6,4.7,15,99.8,18,10,1,1,37.5,478,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サーストンモンタナ,16,44.4,7.8,11.2,2600,5,9,2,422,-2,56.0,14,145.4,16,11,53,2,3,9,39.1,424,+4,3.2,7,130.2,16,12,2,2,37.1,420,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カワキタバルク,7,82.1,19.9,28.8,2600,5,10,5,464,0,56.0,16,130.0,16,10,56,12,11,13,40.4,464,-2,4.0,8,124.9,16,2,14,13,35.8,466,+8,1.5,14,112.3,16,8,13,14,35.8,458,+2,1.2,15,100.1,18,14,35.9,456,0,2.4,0,0,0,0,0,0,0
