馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
サイズミックレディ,7,8.8,2.9,4.0,1200,1,1,2,470,-10,52.0,8,72.3,16,5,55,4,4,0,36.8,480,-4,0.9,10,72.9,16,8,4,8,37.5,484,-2,1.2,4,85.2,13,5,1,1,38.0,486,-4,1.1,4,59.4,2,12,35.4,490,0,1.0,4,60.2,1,36.7,490,+20,0.6
クリーンイメージ,12,28.3,10.5,15.1,1200,2,2,12,456,-7,57.0,3,87.2,10,5,56,3,3,3,38.7,463,+29,0.2,12,86.0,15,6,14,14,37.1,434,-7,2.1,1,91.5,6,3,1,1,38.6,441,-5,-0.9,1,90.5,2,2,38.2,446,0,-1.0,13,111.4,16,41.7,446,-10,3.1
ヴィオニエ,9,176.7,29.7,42.8,1200,2,3,32,454,+6,54.0,9,72.7,16,1,57,9,10,0,37.2,448,+1,1.1,1,88.1,14,2,5,4,39.1,447,-1,-0.3,2,73.7,9,4,2,1,38.8,448,-7,0.5,8,74.0,12,1,38.9,455,+4,0.7,6,88.2,1,39.1,451,0,0.6
デイブレイク,2,3.9,1.7,2.2,1200,3,4,3,480,-2,57.0,7,71.6,10,7,57,3,3,0,36.8,482,-2,1.2,3,71.1,16,9,4,3,36.3,484,+4,0.1,2,71.0,16,5,6,4,36.8,480,-6,0.7,11,74.1,5,9,37.6,486,+4,1.8,7,71.8,10,35.9,482,-4,0.8
シンビオシス,1,8.7,2.0,2.6,1200,3,5,1,474,+2,57.0,5,69.2,16,6,57,13,13,0,36.9,472,-4,0.4,2,70.1,16,11,11,8,37.1,476,+2,0.3,9,73.1,15,1,9,9,37.1,474,-2,1.4,10,58.8,13,11,35.0,476,-2,0.9,12,73.0,13,37.5,478,+16,0.9
ガールズストーリー,4,4.3,1.7,2.3,1200,4,6,2,422,0,52.0,6,72.0,16,9,55,6,5,0,36.4,422,-2,0.6,5,72.2,15,6,4,6,36.9,424,-2,0.6,5,73.3,14,11,3,3,36.7,426,-4,0.5,4,73.5,3,2,37.6,430,+4,0.4,9,85.9,10,37.6,426,+4,0.7
エドノコウタロー,10,158.7,42.6,61.4,1200,4,7,17,528,-14,57.0,0,0,0,0,0,0,0,0,0,0,0,0,15,75.9,16,3,4,6,42.1,542,+28,3.6,13,73.6,15,3,4,5,39.1,514,-26,2.3,1,86.2,6,1,39.5,540,-8,-0.7,3,86.7,3,40.7,548,+11,0.6
リバーロイヤル,3,32.3,6.6,9.4,1200,5,8,1,458,+4,54.0,13,70.4,16,2,57,15,16,0,37.3,454,-4,1.6,9,59.5,14,13,9,9,35.4,458,+2,1.2,13,109.8,16,12,11,11,40.5,456,-16,4.1,14,73.2,4,15,37.0,472,+12,2.6,6,69.5,11,35.5,460,+2,0.5
サマービーチ,14,56.5,12.1,17.4,1200,5,9,1,466,0,52.0,11,117.4,11,6,52,2,2,5,40.1,466,+6,3.6,14,71.0,16,6,4,8,35.8,460,-9,1.1,1,93.9,12,12,1,1,40.9,469,+4,-1.8,1,59.6,2,2,37.3,465,+5,-0.4,10,83.1,16,35.7,460,+4,1.4
ゴールドサムソン,5,17.2,3.0,4.2,1200,6,10,2,506,+4,54.0,10,108.4,15,6,57,12,12,12,37.9,502,-2,0.8,9,73.3,15,4,15,15,36.9,504,-2,1.7,10,87.4,16,10,15,15,37.5,506,-8,1.7,11,108.7,2,13,38.0,514,+2,1.5,12,86.1,15,37.8,512,+6,0.9
テングジョウ,6,8.9,2.2,2.9,1200,6,11,1,476,+6,55.0,7,69.7,16,6,55,16,14,0,36.5,470,-2,0.7,4,69.4,16,3,14,12,36.8,472,0,0.0,5,72.9,15,8,13,10,36.9,472,-2,1.0,4,73.7,6,16,37.3,474,+4,0.5,3,59.0,13,35.0,470,-6,0.1
メイショウヴァルナ,8,59.8,11.4,16.4,1200,7,12,3,446,-4,54.0,14,86.8,16,1,57,5,5,0,40.1,450,-8,2.6,13,87.1,15,1,8,8,39.9,458,-2,2.3,14,85.3,16,8,4,5,37.9,460,+14,1.2,7,106.6,6,3,38.3,446,-6,1.2,6,85.0,1,37.1,452,-2,0.3
オーパルス,13,4.8,1.5,1.9,1200,7,13,0,494,+2,57.0,11,73.3,15,15,57,1,1,0,39.0,492,+2,1.8,2,58.8,14,4,4,3,35.3,490,-4,0.2,2,58.2,14,1,3,3,35.3,494,+4,0.2,12,60.8,9,2,37.4,490,-2,1.5,10,100.4,3,37.6,492,+2,1.2
ビップセンノセン,15,46.3,10.3,14.8,1200,8,14,3,448,+2,52.0,16,70.7,16,5,52,6,7,0,39.1,446,-4,1.3,8,60.3,12,2,11,12,36.3,450,+4,0.9,13,61.2,13,9,4,6,37.6,446,-8,2.0,5,59.8,12,3,36.3,454,-2,0.7,5,58.8,7,35.8,456,+4,0.8
ヒノデポベーダ,11,36.4,11.5,16.6,1200,8,15,2,422,+2,55.0,14,71.5,16,6,52,4,4,0,38.5,420,-8,1.2,9,73.4,15,13,9,9,37.9,428,-2,1.5,11,73.2,16,4,3,3,38.4,430,-6,1.5,6,85.3,7,1,38.9,436,-2,0.9,2,85.7,16,37.2,438,-4,0.1
