馬名,着順,単オッズ,複オッズ小,複オッズ大,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ウエスタンシャイン,7,105.5,17.7,29.1,1,0,1000,1,0,0,0,1,1,23,384,-2,0,1,0,3,51.0,0,0,1,0,0,0,0,0,0,0,13,1,0,1200,72.4,1,0,0,0,16,16,3,54,12,13,0,0,36.3,386,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シュライク,15,111.7,27.2,44.7,1,0,1000,1,0,0,0,1,2,0,412,0,0,1,0,3,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エイトプリンス,9,49.2,7.2,11.6,1,0,1000,1,0,0,0,2,3,0,440,0,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メトログリペン,2,7.6,3.2,5.0,1,0,1000,1,0,0,0,2,4,14,504,+10,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,15,1,0,1800,112.1,1,0,0,0,16,12,3,53,7,7,0,0,37.2,494,+4,2.6,0,0,0,0,0,0,0,0,1,0,10,1,0,1400,83.0,1,0,0,0,18,10,3,55,3,3,0,0,36.6,490,-10,1.6,0,0,0,0,0,0,0,1,0,0,4,1,0,1400,83.2,1,0,0,0,13,2,3,55,8,9,0,0,35.3,500,+6,0.5,0,0,0,0,0,0,0,0,1,0,3,1,0,1200,70.2,1,0,0,0,10,8,3,55,6,6,0,0,34.3,494,+2,0.5,0,0,0,0,0,0,0,0,1,0,8,1,0,1800,111.9,1,0,0,0,12,7,3,54,2,1,0,0,35.7,492,0,1.7
ケイアイアテナ,5,4.0,1.4,1.7,1,0,1000,1,0,0,0,3,5,3,400,0,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,3,1,0,1200,70.1,1,0,0,0,16,12,3,51,1,1,0,0,36.0,400,-6,0.1,0,0,1,0,0,0,0,0,0,0,6,1,0,1200,70.4,1,0,0,0,15,11,3,54,4,4,0,0,36.4,406,+2,0.9,0,0,1,0,0,0,0,0,0,0,6,1,0,1200,70.4,1,0,0,0,16,4,3,54,9,8,0,0,35.7,404,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マルブツファントム,3,34.9,5.6,9.0,1,0,1000,1,0,0,0,3,6,11,480,0,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,7,0,1,1400,89.0,1,0,0,0,13,13,3,55,7,7,0,0,38.6,480,-6,0.8,0,0,0,0,0,0,0,1,0,0,11,0,1,1800,118.4,1,0,0,0,16,1,3,56,5,4,7,9,40.8,486,-4,2.5,0,0,0,0,0,0,0,0,1,0,12,1,0,1800,111.2,1,0,0,0,14,11,3,55,2,2,0,0,36.7,490,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カムアップローズ,12,110.8,15.5,25.5,1,0,1000,1,0,0,0,4,7,14,404,-10,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,1,1800,120.9,1,0,0,0,16,12,3,54,14,14,15,16,42.9,414,+4,5.1,0,0,0,0,0,1,0,0,0,0,13,1,0,1200,71.3,1,0,0,0,16,13,3,54,12,13,0,0,36.3,410,+8,2.1,0,0,0,1,0,0,0,0,0,0,6,1,0,1200,71.9,1,0,0,0,17,7,3,54,9,8,0,0,35.7,402,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ディアリール,16,46.5,19.3,31.7,1,0,1000,1,0,0,0,4,8,27,410,-8,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,1400,86.8,0,0,0,1,17,14,3,54,8,10,0,0,35.9,418,+2,2.4,0,0,0,0,0,1,0,0,0,0,9,1,0,1800,113.0,1,0,0,0,9,7,3,54,5,7,6,6,36.2,416,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ソングアンドダンス,14,43.4,6.6,10.5,1,0,1000,1,0,0,0,5,9,12,410,-12,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,1200,76.7,1,0,0,0,11,10,3,54,2,2,0,0,40.3,422,-8,2.9,0,0,0,0,0,0,0,1,0,0,15,1,0,1600,99.2,1,0,0,0,16,14,3,54,4,6,0,0,38.5,430,-2,3.6,0,0,0,0,0,0,0,0,1,0,4,1,0,1200,70.9,1,0,0,0,9,4,3,54,5,6,0,0,34.3,432,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スサーナトウショウ,4,13.1,2.5,3.8,1,0,1000,1,0,0,0,5,10,11,446,-12,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,13,1,0,1200,71.0,1,0,0,0,18,7,3,54,17,17,0,0,34.7,458,+4,1.5,0,0,0,0,0,0,0,0,0,1,8,1,0,1200,70.5,1,0,0,0,18,15,3,54,6,8,0,0,35.8,454,-6,0.8,0,0,0,0,0,0,0,1,0,0,5,1,0,1200,70.2,1,0,0,0,17,11,3,54,3,3,0,0,35.1,460,-2,0.2,0,0,0,0,0,0,0,1,0,0,9,0,1,1200,75.4,1,0,0,0,16,3,3,53,5,4,0,0,39.2,462,+2,1.5,0,0,0,0,0,0,0,1,0,0,9,1,0,1600,97.0,1,0,0,0,15,15,3,54,5,4,0,0,37.5,460,0,2.4
