馬名,着順,単オッズ,複オッズ小,複オッズ大,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
アナコンダ,7,20.5,2.9,4.9,1,0,1400,1,0,0,0,1,1,1,442,0,0,1,0,2,54.0,0,0,0,0,1,0,0,0,0,0,6,1,0,1400,85.8,0,1,0,0,10,5,2,54,3,3,0,0,36.0,442,-2,0.5,0,0,0,0,0,1,0,0,0,0,2,1,0,1200,70.4,1,0,0,0,12,6,2,54,4,4,0,0,34.8,444,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスモルミナス,5,3.6,1.3,2.0,1,0,1400,1,0,0,0,2,2,1,454,+4,1,0,0,2,55.0,0,0,0,1,0,0,0,0,0,0,2,1,0,1200,71.0,0,1,0,0,14,3,2,55,12,11,0,0,34.9,450,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コンパティビリティ,4,4.5,1.3,2.0,1,0,1400,1,0,0,0,3,3,4,432,+10,1,0,0,2,55.0,0,0,0,0,0,1,0,0,0,0,5,1,0,1600,96.7,1,0,0,0,13,6,2,54,11,9,9,0,34.5,422,+10,0.6,0,0,0,0,0,1,0,0,0,0,8,1,0,1200,71.4,1,0,0,0,16,3,2,54,11,8,0,0,35.2,412,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロバートオブレッド,6,19.7,3.1,5.3,1,0,1400,1,0,0,0,4,4,1,456,-2,1,0,0,2,55.0,0,0,0,0,1,0,0,0,0,0,5,1,0,1800,113.0,0,0,1,0,6,1,2,55,5,6,6,0,34.9,458,+2,1.0,0,0,0,0,0,1,0,0,0,0,9,1,0,1600,98.8,1,0,0,0,13,9,2,54,12,11,11,0,34.4,456,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
テイエムアカキリ,10,426.9,61.5,108.9,1,0,1400,1,0,0,0,5,5,2,412,+2,0,1,0,2,54.0,0,0,0,0,1,0,0,0,0,0,17,1,0,1600,97.8,1,0,0,0,18,2,2,53,17,17,0,0,35.8,410,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エーブゴードン,9,48.7,5.0,8.8,1,0,1400,1,0,0,0,6,6,3,440,+2,1,0,0,2,55.0,0,0,0,0,0,1,0,0,0,0,9,1,0,1800,112.4,1,0,0,0,14,13,2,55,4,3,3,3,35.4,438,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フェニーチェ,2,2.1,1.1,1.3,1,0,1400,1,0,0,0,7,7,6,452,-8,0,1,0,2,54.0,0,0,0,0,0,1,0,0,0,0,4,1,0,1600,95.9,1,0,0,0,12,3,2,54,3,4,3,0,35.1,460,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エムケージャック,3,24.3,3.3,5.6,1,0,1400,1,0,0,0,7,8,8,478,+2,1,0,0,2,55.0,1,0,0,0,0,0,0,0,0,0,5,1,0,1800,112.5,1,0,0,0,7,5,2,54,6,6,4,3,37.3,476,-2,0.9,0,1,0,0,0,0,0,0,0,0,7,1,0,1200,72.0,1,0,0,0,11,7,2,54,9,9,0,0,36.1,478,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コンティヌアトーレ,8,12.2,2.1,3.4,1,0,1400,1,0,0,0,8,9,1,480,+2,1,0,0,2,52.0,0,0,0,0,1,0,0,0,0,0,2,1,0,1400,85.5,0,1,0,0,10,10,2,52,2,2,0,0,36.0,478,+2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,1400,84.7,1,0,0,0,18,17,2,51,8,6,0,0,37.1,476,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスモユキシマキ,1,28.9,4.2,7.3,1,0,1400,1,0,0,0,8,10,1,448,+4,0,1,0,2,54.0,0,0,0,1,0,0,0,0,0,0,8,1,0,1200,71.5,0,1,0,0,17,11,2,54,11,11,0,0,36.5,444,+2,0.8,0,1,0,0,0,0,0,0,0,0,7,1,0,1200,72.0,1,0,0,0,10,9,2,54,3,3,0,0,37.0,442,-2,0.8,0,1,0,0,0,0,0,0,0,0,2,1,0,1200,71.1,1,0,0,0,9,4,2,54,4,3,0,0,36.9,444,-2,0.3,0,1,0,0,0,0,0,0,0,0,4,1,0,1200,71.2,1,0,0,0,8,6,2,54,7,7,0,0,36.0,446,+12,0.4,0,1,0,0,0,0,0,0,0,0,4,1,0,1000,58.4,1,0,0,0,9,2,2,54,5,5,0,0,34.3,434,0,0.4
