366,8650,31,34
366,607,1,3
366,3942,20,15
366,506,1,0
366,1016,1,4
366,2359,5,7
366,1,0,0
366,4433,17,19
366,1635,3,3
366,1106,1,2
366,8956,39,50
366,518,1,1
366,806,3,3
366,973,3,0
366,245,0,0
366,750,1,3
366,2689,5,3
366,1185,4,2
366,4819,18,16
366,235,1,0
366,1003,1,3
366,649,2,0
366,410,1,1
366,2535,15,6
366,241,1,0
366,1630,3,4
366,2243,10,6
366,1308,4,3
366,8147,46,30
366,2334,9,7
366,1958,7,6
366,225,0,0
366,599,1,1
366,269,0,0
366,640,1,0
366,191,0,0
366,815,1,3
366,3264,13,14
366,5715,22,17
366,2698,10,8
366,684,1,0
366,189,0,0
366,418,1,2
366,154,0,0
366,542,1,1
366,665,1,2
366,947,3,1
366,2392,5,8
366,7587,34,29
366,321,2,0
366,4959,17,19
366,424,0,2
366,3690,20,9
366,762,1,3
366,773,2,3
367,195,0,0
367,2943,11,10
367,1291,5,3
367,1976,11,7
367,4823,23,11
367,2807,12,10
367,259,1,0
367,1674,3,4
367,517,0,1
367,2220,2,3
367,8059,37,27
367,325,1,0
367,1180,2,0
367,2079,13,6
367,5130,20,16
367,679,1,1
367,3358,15,7
367,1258,4,2
367,5027,21,22
367,3077,12,10
367,1134,3,1
367,302,0,0
367,1027,3,3
367,282,0,0
367,4912,29,21
367,909,5,1
367,3582,11,13
367,969,3,1
367,3526,20,13
367,166,0,0
367,3144,8,9
367,1804,2,8
367,525,2,0
367,517,1,2
367,534,0,1
367,250,0,0
367,1605,9,6
367,3241,11,9
367,2576,10,11
367,186,0,0
367,2018,7,5
367,529,1,1
367,7138,26,21
367,1144,3,2
367,778,3,2
367,1209,3,2
367,2813,8,11
367,1153,3,2
367,4798,16,19
367,2127,9,3
367,950,1,4
367,3788,12,19
367,391,1,0
367,1513,3,5
367,677,2,1
367,1872,5,8
367,2194,8,11
367,1667,4,7
367,840,2,2
368,3553,11,8
368,2216,8,6
368,1339,5,4
368,1329,3,3
368,2121,2,12
368,691,4,0
368,2111,9,4
368,1449,6,4
368,913,5,3
368,2580,7,7
368,114,0,0
368,352,2,0
368,1030,5,1
368,500,3,0
368,8392,42,36
368,309,0,1
368,575,2,1
368,1171,1,2
368,1099,2,5
368,1148,3,3
368,1172,4,2
368,2534,10,9
368,4364,8,12
368,5651,19,15
368,6717,28,20
368,250,0,0
368,617,1,2
368,1444,5,5
368,3008,12,10
368,5276,24,13
368,2054,12,6
368,1735,5,2
368,6525,16,38
368,824,2,0
368,1001,3,2
368,1951,6,5
368,792,3,1
368,637,1,0
368,1078,5,1
368,2151,16,2
368,1188,2,4
368,480,1,2
368,1188,3,3
368,1397,5,4
368,2523,6,8
368,2845,8,12
368,2258,11,11
368,2068,8,3
368,154,0,0
368,1435,6,1
368,377,0,0
368,1352,2,7
368,3023,11,8
368,1920,6,4
368,1243,2,3
368,246,0,0
368,449,1,1
368,9179,36,37
368,4915,18,16
370,483,1,0
370,658,2,1
370,2138,8,5
370,2089,7,4
370,8758,44,26
370,177,0,1
370,190,0,1
370,2846,5,10
370,1031,2,1
370,2078,5,6
370,503,1,2
370,4386,31,19
370,2663,5,8
370,128,0,0
370,2810,9,8
370,3448,15,15
370,1321,3,2
370,1892,5,4
370,3691,18,14
370,3445,14,11
370,358,0,0
370,2009,8,5
370,316,0,0
370,223,1,0
370,1304,3,3
370,4428,15,11
370,6110,26,21
370,420,0,0
370,733,0,3
370,880,3,2
370,1452,4,1
370,413,0,1
370,1398,4,5
370,715,1,1
370,3011,11,10
370,2161,7,11
370,3723,11,9
370,727,0,2
370,368,0,1
370,605,1,3
370,374,0,1
370,360,1,2
370,1211,1,3
370,4592,20,14
370,1800,7,6
370,935,3,3
370,183,0,0
370,304,2,0
370,170,0,0
370,990,4,3
370,1474,6,2
370,2251,7,8
370,1836,4,7
370,926,2,2
370,896,2,1
370,270,0,0
370,2530,10,4
370,458,1,1
370,2001,9,1
371,1718,9,3
371,4046,17,17
371,3030,11,7
371,2490,13,5
371,764,2,1
371,3489,11,18
371,2907,10,8
371,372,1,1
371,2521,12,8
371,2525,10,5
371,1253,1,4
371,2585,8,9
371,1198,2,5
371,4570,17,20
371,4303,10,10
371,1005,6,1
371,1886,4,4
371,872,3,2
371,1482,5,4
371,4338,24,16
371,4582,19,21
371,2064,4,8
371,407,2,0
371,3168,14,12
371,1621,5,2
371,4869,29,15
371,171,0,0
371,1213,5,2
371,1650,5,4
371,269,1,0
371,845,3,1
371,217,0,0
371,5847,19,23
371,266,0,0
371,183,0,0
371,1033,1,3
371,1240,5,3
371,2412,7,8
371,3246,17,13
371,991,5,3
371,429,1,0
371,1432,5,2
371,5671,18,26
371,258,1,1
371,867,2,2
371,90,0,0
371,169,0,0
371,1552,7,3
371,3362,15,10
371,1534,9,2
371,325,0,2
371,2325,5,5
371,6606,39,22
371,5504,27,19
371,2380,5,9
371,280,1,0
371,408,0,1
371,6247,22,19
371,477,2,0
372,1283,1,3
372,1914,7,6
372,1028,3,4
372,1131,3,1
372,5998,23,25
372,280,1,0
372,2047,8,8
372,4018,15,15
372,3137,10,9
372,5132,22,20
372,4241,13,17
372,411,3,1
372,446,2,0
372,3479,14,14
372,3977,8,13
372,1677,4,3
372,1740,5,3
372,472,1,1
372,333,1,0
372,752,0,2
372,716,3,2
372,525,1,1
372,4724,18,17
372,2535,14,7
372,5347,15,17
372,3952,13,19
372,1224,2,4
372,510,0,3
372,1873,6,4
372,1737,7,5
372,682,1,3
372,1420,5,3
372,2993,4,11
372,390,1,1
372,1469,2,5
372,1090,4,1
372,3085,16,6
372,716,2,0
372,477,3,0
372,241,1,0
372,211,0,0
372,1005,4,4
372,2774,7,8
372,7865,34,33
372,2582,5,12
372,3191,10,15
372,5418,25,29
372,4531,29,18
372,5086,30,18
372,8330,45,31
372,8892,36,38
372,6276,19,16
372,4408,20,14
372,120,0,0
372,1834,6,3
372,497,1,0
372,2023,9,7
372,588,1,1
372,300,0,1
373,3781,25,10
373,322,0,0
373,414,1,0
373,3098,15,8
373,3976,12,12
373,3573,14,16
373,661,1,2
373,370,1,1
373,1195,4,1
373,1727,4,6
373,804,1,2
373,2266,11,8
373,5215,24,16
373,424,1,0
373,5161,20,9
373,1167,1,1
373,1709,5,7
373,5685,24,18
373,1502,4,5
373,2688,10,10
373,5211,19,17
373,823,1,2
373,2919,15,12
373,137,0,1
373,8827,39,34
373,809,3,1
373,248,1,0
373,1870,7,5
373,3282,11,11
373,4910,26,16
373,3403,14,12
373,816,0,5
373,8078,24,37
373,2696,13,7
373,551,1,1
373,1204,5,1
373,628,3,1
373,604,1,2
373,4748,18,17
373,1826,8,8
373,1142,2,5
373,3185,9,13
373,4173,12,17
373,2654,21,10
373,362,0,1
373,5,0,0
373,2605,9,9
373,155,0,0
373,462,1,2
373,110,0,0
373,2307,16,10
373,532,1,0
373,2064,2,10
373,1990,7,6
373,2077,8,2
373,664,1,2
373,3108,16,7
373,2033,7,3
373,5650,25,19
375,1102,4,2
375,4046,15,14
375,3291,12,11
375,1859,7,6
375,1461,5,3
375,2116,7,8
375,4106,13,13
375,704,5,0
375,337,2,0
375,83,0,0
375,1453,6,5
375,1512,4,5
375,532,2,0
375,1528,6,4
375,3759,14,8
375,1077,2,3
375,3177,6,12
375,1261,2,2
375,2475,8,7
375,3020,16,11
375,626,1,2
375,1314,3,4
375,676,1,3
375,5773,30,22
375,1661,2,5
375,1236,7,3
375,4716,17,17
375,713,1,1
375,281,1,0
375,2867,13,11
375,2494,9,12
375,1104,2,3
375,1280,7,0
375,352,2,1
375,1126,7,2
375,425,2,1
375,119,0,0
375,1631,4,5
375,170,0,1
375,164,1,0
375,842,4,1
375,561,2,1
375,2542,8,9
375,4124,17,13
375,595,1,0
375,2909,17,13
375,398,1,0
375,2555,7,11
375,5313,22,22
375,2119,5,8
375,481,1,1
375,2710,14,6
375,6357,23,22
375,3489,18,14
375,301,1,0
375,220,1,0
375,1054,4,2
375,439,2,0
375,502,0,1
376,5039,13,14
376,2336,6,7
376,1058,4,1
376,2188,7,5
376,9126,38,28
376,1006,6,2
376,929,4,1
376,5720,22,19
376,1401,3,4
376,8933,47,44
376,3529,13,12
376,2445,7,9
376,1514,6,3
376,982,2,1
376,6421,27,17
376,3826,25,12
376,1082,3,2
376,1096,2,3
376,1104,3,1
376,3578,18,10
376,1083,2,2
376,512,1,1
376,2156,10,2
376,434,1,0
376,3924,15,8
376,3095,12,13
376,576,0,2
376,1725,5,4
376,3977,18,7
376,1588,4,10
376,2280,11,5
376,1564,7,3
376,7169,30,19
376,1053,5,3
376,866,3,2
376,1842,9,4
376,5026,19,29
376,2876,8,6
376,648,2,1
376,1485,8,2
376,5791,23,18
376,617,1,0
376,4889,17,13
376,5387,22,23
376,2166,6,6
376,330,0,2
376,859,1,2
376,1895,7,5
376,1821,9,7
376,1509,9,6
376,2335,8,2
376,1651,6,2
376,5557,25,17
376,262,0,0
376,3999,13,16
376,557,1,0
376,2273,8,7
376,1160,3,4
376,917,2,1
