360,2924,10,8
360,2479,7,8
360,1104,2,2
360,3584,14,10
360,6152,28,17
360,845,1,1
360,2469,6,8
360,3626,15,8
360,747,1,1
360,6966,34,28
360,905,1,3
360,4513,19,12
360,1042,2,3
360,1946,6,8
360,5900,14,16
360,4316,23,16
360,1635,5,5
360,674,0,0
360,2159,6,6
360,962,1,2
360,1571,5,3
360,3146,11,8
360,2734,9,8
360,4169,14,17
360,1366,4,3
360,1868,6,6
360,1912,7,2
360,2200,8,6
360,1626,6,3
360,1406,5,3
360,2006,3,5
360,3898,18,18
360,1316,2,5
360,1189,3,4
360,869,2,2
360,1732,7,7
360,1846,8,2
360,5848,22,20
360,2255,9,8
360,113,0,0
360,1066,1,2
360,1677,8,4
360,4634,18,17
360,941,1,2
360,5720,18,27
360,520,1,0
360,207,0,0
360,2093,8,5
360,1372,3,6
360,2727,9,6
360,2462,12,3
360,3991,18,9
360,1767,5,7
360,1365,4,4
360,3262,13,6
360,1582,8,2
360,763,1,2
360,1683,4,2
360,6485,28,26
361,1309,5,2
361,7368,32,32
361,374,1,1
361,276,0,1
361,1202,0,4
361,914,3,0
361,1121,4,1
361,272,1,0
361,437,1,0
361,1469,5,3
361,948,4,2
361,667,2,3
361,1626,5,4
361,5564,23,20
361,3322,10,6
361,456,0,2
361,1553,6,5
361,2875,12,7
361,341,1,0
361,2169,10,5
361,1725,4,5
361,1346,2,7
361,707,1,1
361,381,1,0
361,9192,38,37
361,1077,3,7
361,332,0,1
361,256,0,0
361,6276,33,21
361,834,1,3
361,705,2,1
361,701,1,1
361,8866,38,27
361,497,1,2
361,910,6,2
361,589,2,1
361,538,1,0
361,415,0,0
361,336,1,0
361,1395,8,5
361,373,0,1
361,1367,2,3
361,7631,29,21
361,704,0,3
361,201,0,0
361,6797,25,32
361,176,0,0
361,504,0,0
361,5204,20,21
361,3001,6,11
361,2415,10,4
361,1241,9,4
361,8173,32,36
361,725,3,0
361,441,1,0
361,3290,16,11
361,1604,5,3
361,966,2,2
361,1217,5,3
362,1123,6,1
362,1450,5,1
362,1939,6,7
362,1047,2,1
362,5690,23,25
362,549,2,1
362,1713,8,5
362,3228,11,8
362,4536,19,12
362,704,0,2
362,444,1,0
362,2001,7,5
362,1775,3,6
362,326,1,0
362,5775,19,19
362,6806,27,25
362,622,2,1
362,773,3,0
362,400,1,0
362,2960,13,8
362,637,0,2
362,1829,5,7
362,2444,5,5
362,3876,15,10
362,1581,4,5
362,2390,11,9
362,2197,7,4
362,1945,8,4
362,119,0,0
362,1675,5,6
362,441,1,0
362,422,1,1
362,313,0,0
362,1051,2,3
362,3918,15,11
362,3085,13,8
362,288,0,0
362,1991,7,10
362,1474,4,6
362,395,1,1
362,524,2,1
362,2199,10,10
362,4144,13,16
362,4285,10,26
362,5209,21,15
362,127,0,0
362,351,1,0
362,698,2,4
362,558,0,1
362,3570,16,9
362,582,3,0
362,3629,13,9
362,1837,4,8
362,5029,28,17
362,4326,18,14
362,182,0,0
362,1162,3,3
362,5987,25,26
362,4395,13,17
363,996,4,2
363,993,2,4
363,1124,6,2
363,2538,12,6
363,1035,1,2
363,2001,11,5
363,627,0,3
363,2795,10,14
363,1521,4,5
363,2753,13,6
363,1067,2,3
363,443,1,0
363,3939,22,9
363,954,3,0
363,2366,4,5
363,1737,6,4
363,1347,1,4
363,3105,12,5
363,2330,7,3
363,1902,4,6
363,3910,23,6
363,466,1,0
363,831,2,1
363,745,3,1
363,2950,11,6
363,995,7,3
363,715,0,2
363,446,0,0
363,846,2,1
363,573,2,1
363,2876,11,10
363,776,2,2
363,9435,39,37
363,580,1,1
363,164,0,1
363,765,1,2
363,3313,16,10
363,5994,25,23
363,208,0,0
363,120,0,0
363,1552,3,5
363,745,4,1
363,7030,23,29
363,715,3,1
363,414,2,0
363,773,0,1
363,445,1,1
363,858,4,2
363,2500,7,9
363,3445,12,12
363,1979,6,9
363,3335,12,11
363,1875,3,8
363,421,0,0
363,551,2,0
363,1133,3,0
363,2178,8,7
363,6383,28,18
363,208,0,0
365,840,4,1
365,1507,7,5
365,2487,9,8
365,1146,5,2
365,1828,8,3
365,1207,2,5
365,1294,0,4
365,1986,8,5
365,1573,2,4
365,2146,9,8
365,3060,12,12
365,257,2,0
365,1228,2,3
365,2752,18,7
365,6373,19,27
365,1759,8,3
365,2393,8,8
365,1000,1,4
365,2419,8,6
365,6365,24,16
365,1229,5,3
365,5638,24,19
365,2888,13,7
365,928,2,1
365,6076,20,21
365,3119,16,5
365,4650,17,20
365,662,0,2
365,2992,11,6
365,1243,6,2
365,1415,6,3
365,353,0,0
365,427,1,0
365,381,0,2
365,176,0,0
365,443,1,0
365,383,2,0
365,361,1,1
365,4206,15,24
365,3809,17,15
365,1384,8,5
365,510,1,2
365,1519,4,4
365,1354,1,4
365,2615,9,4
365,368,0,1
365,1535,3,5
365,1591,12,6
365,645,1,2
365,424,1,1
365,1506,4,4
365,1632,6,1
365,3115,13,12
365,1714,4,5
365,1781,7,3
365,333,1,0
365,4647,19,16
365,176,0,1
365,670,2,0
366,5388,22,15
366,5295,17,22
366,549,2,1
366,1378,2,4
