台番,機種名,BB,RB,BB確率,合成確率,総スタート,最終スタート,最大放出
281,パチスロ サラリーマン金太郎～MAX～,-,-,-,-,-,-,-
282,闘魂継承 アントニオ猪木という名のパチスロ機,-,-,-,-,-,-,-
283,マジカルハロウィン7,-,-,-,-,-,-,-
285,S 喰霊,-,-,-,-,-,-,-
286,ハナビ通(HH),-,-,-,-,-,-,-
287,パチスロ 不二子 TYPE A+,-,-,-,-,-,-,-
288,SLOTファミリースタジアム,-,-,-,-,-,-,-
300,回胴黙示録カイジ４,-,-,-,-,-,-,-
301,パチスロ 戦国乙女 TYPE A+,-,-,-,-,-,-,-
302,パチスロあの日見た花の名前を僕達はまだ知らない。,-,-,-,-,-,-,-
303,パチスロ 聖闘士星矢 海皇覚醒,-,-,-,-,-,-,-
305,秘宝伝～ＴｈｅＬａｓｔ～,-,-,-,-,-,-,-
306,パチスロ 笑ゥせぇるすまん3～笑撃のドーン～,-,-,-,-,-,-,-
307,アナザーゴッドハーデス,-,-,-,-,-,-,-
308,アナザーゴッドハーデス,-,-,-,-,-,-,-
310,アナザーゴッドハーデス,-,-,-,-,-,-,-
311,アナザーゴッドハーデス,-,-,-,-,-,-,-
312,ミリオンゴッド,-,-,-,-,-,-,-
313,ミリオンゴッド,-,-,-,-,-,-,-
315,ミリオンゴッド,-,-,-,-,-,-,-
316,ミリオンゴッド,-,-,-,-,-,-,-
317,ミリオンゴッド,-,-,-,-,-,-,-
318,パチスロ モンスターハンター 月下雷鳴,-,-,-,-,-,-,-
320,押忍!サラリーマン番長,-,-,-,-,-,-,-
321,プレミアムビンゴ,-,-,-,-,-,-,-
322,パチスロ ゴッドイーター,-,-,-,-,-,-,-
323,パチスロ FAIRY TAIL(ナツver.),-,-,-,-,-,-,-
325,パチスロ FAIRY TAIL(ナツver.),-,-,-,-,-,-,-
326,パチスロ トータル・イクリプス2,-,-,-,-,-,-,-
327,パチスロ トータル・イクリプス2,-,-,-,-,-,-,-
328,パチスロ ボンバーパワフルⅢ,-,-,-,-,-,-,-
330,パチスロ ボンバーパワフルⅢ,-,-,-,-,-,-,-
331,GⅠ優駿倶楽部2,-,-,-,-,-,-,-
332,GⅠ優駿倶楽部2,-,-,-,-,-,-,-
333,探偵オペラ ミルキィホームズ 1／2の奇跡,-,-,-,-,-,-,-
335,探偵オペラ ミルキィホームズ 1／2の奇跡,-,-,-,-,-,-,-
336,パチスロディスクアップ,-,-,-,-,-,-,-
337,パチスロディスクアップ,-,-,-,-,-,-,-
338,パチスロディスクアップ,-,-,-,-,-,-,-
350,パチスロディスクアップ,-,-,-,-,-,-,-
351,盗忍！剛衛門,-,-,-,-,-,-,-
352,盗忍！剛衛門,-,-,-,-,-,-,-
353,盗忍！剛衛門,-,-,-,-,-,-,-
355,押忍!番長3,-,-,-,-,-,-,-
356,押忍!番長3,-,-,-,-,-,-,-
357,押忍!番長3,-,-,-,-,-,-,-
358,押忍!番長3,-,-,-,-,-,-,-
360,押忍!番長3,-,-,-,-,-,-,-
361,SLOT魔法少女まどか☆マギカ2,-,-,-,-,-,-,-
362,SLOT魔法少女まどか☆マギカ2,-,-,-,-,-,-,-
363,SLOT劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,-,-,-,-,-,-,-
365,SLOT劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,-,-,-,-,-,-,-
366,SLOT劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,-,-,-,-,-,-,-
367,SLOT劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,-,-,-,-,-,-,-
368,パチスロ北斗の拳 天昇,-,-,-,-,-,-,-
370,パチスロ北斗の拳 天昇,-,-,-,-,-,-,-
371,パチスロ北斗の拳 天昇,-,-,-,-,-,-,-
372,パチスロ北斗の拳 天昇,-,-,-,-,-,-,-
373,SLOTバジリスク～甲賀忍法帖～絆2,-,-,-,-,-,-,-
375,SLOTバジリスク～甲賀忍法帖～絆2,-,-,-,-,-,-,-
376,SLOTバジリスク～甲賀忍法帖～絆2,-,-,-,-,-,-,-
377,SLOTバジリスク～甲賀忍法帖～絆2,-,-,-,-,-,-,-
378,SLOTバジリスク～甲賀忍法帖～絆2,-,-,-,-,-,-,-
380,バジリスク～甲賀忍法帖～絆,-,-,-,-,-,-,-
381,バジリスク～甲賀忍法帖～絆,-,-,-,-,-,-,-
382,バジリスク～甲賀忍法帖～絆,-,-,-,-,-,-,-
383,バジリスク～甲賀忍法帖～絆,-,-,-,-,-,-,-
385,バジリスク～甲賀忍法帖～絆,-,-,-,-,-,-,-
386,パチスロ北斗の拳 天昇,-,-,-,-,-,-,-
387,パチスロ北斗の拳 天昇,-,-,-,-,-,-,-
388,パチスロ北斗の拳 天昇,-,-,-,-,-,-,-
500,パチスロ北斗の拳 天昇,-,-,-,-,-,-,-
501,Re:ゼロから始める異世界生活,-,-,-,-,-,-,-
502,Re:ゼロから始める異世界生活,-,-,-,-,-,-,-
503,Re:ゼロから始める異世界生活,-,-,-,-,-,-,-
505,Re:ゼロから始める異世界生活,-,-,-,-,-,-,-
506,Re:ゼロから始める異世界生活,-,-,-,-,-,-,-
507,パチスロ交響詩篇エウレカセブン3 HI,-,-,-,-,-,-,-
508,パチスロ交響詩篇エウレカセブン3 HI,-,-,-,-,-,-,-
510,パチスロ交響詩篇エウレカセブン3 HI,-,-,-,-,-,-,-
511,パチスロ交響詩篇エウレカセブン3 HI,-,-,-,-,-,-,-
512,S 地獄少女 あとはあなたが決めることよ,-,-,-,-,-,-,-
513,S 地獄少女 あとはあなたが決めることよ,-,-,-,-,-,-,-
515,S 地獄少女 あとはあなたが決めることよ,-,-,-,-,-,-,-
516,S 地獄少女 あとはあなたが決めることよ,-,-,-,-,-,-,-
517,S 地獄少女 あとはあなたが決めることよ,-,-,-,-,-,-,-
518,マイジャグラーⅢ,-,-,-,-,-,-,-
520,マイジャグラーⅢ,-,-,-,-,-,-,-
521,マイジャグラーⅢ,-,-,-,-,-,-,-
522,マイジャグラーⅢ,-,-,-,-,-,-,-
523,マイジャグラーⅢ,-,-,-,-,-,-,-
525,マイジャグラーⅢ,-,-,-,-,-,-,-
526,マイジャグラーⅢ,-,-,-,-,-,-,-
527,マイジャグラーⅢ,-,-,-,-,-,-,-
528,マイジャグラーⅢ,-,-,-,-,-,-,-
530,マイジャグラーⅢ,-,-,-,-,-,-,-
531,マイジャグラーⅢ,-,-,-,-,-,-,-
532,ハッピージャグラーVⅡ,-,-,-,-,-,-,-
533,ハッピージャグラーVⅡ,-,-,-,-,-,-,-
535,ハッピージャグラーVⅡ,-,-,-,-,-,-,-
536,ハッピージャグラーVⅡ,-,-,-,-,-,-,-
537,ハッピージャグラーVⅡ,-,-,-,-,-,-,-
538,ハッピージャグラーVⅡ,-,-,-,-,-,-,-
550,ファンキージャグラー,-,-,-,-,-,-,-
551,ファンキージャグラー,-,-,-,-,-,-,-
552,ファンキージャグラー,-,-,-,-,-,-,-
553,ファンキージャグラー,-,-,-,-,-,-,-
555,ファンキージャグラー,-,-,-,-,-,-,-
556,ファンキージャグラー,-,-,-,-,-,-,-
557,ファンキージャグラー,-,-,-,-,-,-,-
558,ファンキージャグラー,-,-,-,-,-,-,-
560,ファンキージャグラー,-,-,-,-,-,-,-
561,ファンキージャグラー,-,-,-,-,-,-,-
562,ファンキージャグラー,-,-,-,-,-,-,-
563,アイムジャグラーEX AnniversaryEdition,-,-,-,-,-,-,-
565,アイムジャグラーEX AnniversaryEdition,-,-,-,-,-,-,-
566,ニューアイムジャグラーEX,-,-,-,-,-,-,-
567,ニューアイムジャグラーEX,-,-,-,-,-,-,-
568,ニューアイムジャグラーEX,-,-,-,-,-,-,-
570,ゴーゴージャグラー2,-,-,-,-,-,-,-
571,ゴーゴージャグラー2,-,-,-,-,-,-,-
572,ゴーゴージャグラー2,-,-,-,-,-,-,-
573,ゴーゴージャグラー2,-,-,-,-,-,-,-
575,ゴーゴージャグラー2,-,-,-,-,-,-,-
576,マイジャグラーⅣ,-,-,-,-,-,-,-
577,マイジャグラーⅣ,-,-,-,-,-,-,-
578,マイジャグラーⅣ,-,-,-,-,-,-,-
580,マイジャグラーⅣ,-,-,-,-,-,-,-
581,マイジャグラーⅣ,-,-,-,-,-,-,-
582,マイジャグラーⅣ,-,-,-,-,-,-,-
