台番,機種名,BB,RB,BB確率,合成確率,総スタート,最終スタート,最大放出
281,パチスロ サラリーマン金太郎～MAX～,0,2,-,1/307,614,111,303
282,闘魂継承 アントニオ猪木という名のパチスロ機,0,2,-,1/439,877,170,924
283,マジカルハロウィン7,0,0,-,-,0,0,0
285,S 喰霊,1,1,1/683,1/342,683,0,609
286,ハナビ通(HH),5,5,1/506,1/253,"2,532",337,"1,565"
287,パチスロ 不二子 TYPE A+,13,11,1/387,1/210,"5,036",105,"2,133"
288,SLOTファミリースタジアム,2,3,1/522,1/209,"1,044",212,359
300,回胴黙示録カイジ４,8,1,1/212,1/188,"1,694",30,"1,311"
301,パチスロ 戦国乙女 TYPE A+,7,4,1/129,1/82,906,4,"1,619"
302,パチスロあの日見た花の名前を僕達はまだ知らない。,0,0,-,-,0,0,0
303,パチスロ 聖闘士星矢 海皇覚醒,14,1,1/215,1/201,"3,009",20,"2,683"
305,秘宝伝～ＴｈｅＬａｓｔ～,0,0,-,-,0,0,0
306,パチスロ 笑ゥせぇるすまん3～笑撃のドーン～,63,8,1/43,1/38,"2,728",92,"4,306"
307,アナザーゴッドハーデス,25,0,1/64,1/64,"1,596",31,"12,527"
308,アナザーゴッドハーデス,16,0,1/114,1/114,"1,820",63,"4,349"
310,アナザーゴッドハーデス,2,0,1/791,1/791,"1,582",486,"2,041"
311,アナザーゴッドハーデス,15,0,1/367,1/367,"5,498",32,"4,746"
312,ミリオンゴッド,14,0,1/148,1/148,"2,074",53,"3,335"
313,ミリオンゴッド,5,0,1/412,1/412,"2,059",147,"3,261"
315,ミリオンゴッド,15,0,1/145,1/145,"2,173",118,"2,697"
316,ミリオンゴッド,14,0,1/97,1/97,"1,360",60,"2,984"
317,ミリオンゴッド,5,0,1/289,1/289,"1,446",46,"2,054"
318,パチスロ モンスターハンター 月下雷鳴,15,0,1/38,1/38,570,2,"1,169"
320,押忍!サラリーマン番長,18,0,1/235,1/235,"4,235",459,"1,662"
321,プレミアムビンゴ,46,0,1/54,1/54,"2,496",0,"6,147"
322,パチスロ ゴッドイーター,2,2,1/504,1/252,"1,008",93,"1,245"
323,パチスロ FAIRY TAIL(ナツver.),6,2,1/205,1/154,"1,231",163,"1,102"
325,パチスロ FAIRY TAIL(ナツver.),12,0,1/48,1/48,570,3,773
326,パチスロ トータル・イクリプス2,0,2,-,1/260,519,41,477
327,パチスロ トータル・イクリプス2,0,0,-,-,0,0,0
328,パチスロ ボンバーパワフルⅢ,0,0,-,-,149,149,149
330,パチスロ ボンバーパワフルⅢ,26,9,1/38,1/28,977,41,"1,807"
331,GⅠ優駿倶楽部2,0,0,-,-,202,202,206
332,GⅠ優駿倶楽部2,21,0,1/107,1/107,"2,247",136,819
333,探偵オペラ ミルキィホームズ 1／2の奇跡,7,2,1/107,1/83,749,68,"1,746"
335,探偵オペラ ミルキィホームズ 1／2の奇跡,3,2,1/14,1/9,43,12,"1,000"
336,パチスロディスクアップ,6,4,1/409,1/245,"2,454",104,"1,112"
337,パチスロディスクアップ,3,2,1/467,1/280,"1,401",203,887
338,パチスロディスクアップ,25,19,1/233,1/132,"5,819",276,"3,947"
350,パチスロディスクアップ,7,5,1/314,1/183,"2,195",925,"2,079"
351,盗忍！剛衛門,3,1,1/249,1/187,748,94,678
352,盗忍！剛衛門,0,0,-,-,16,16,41
353,盗忍！剛衛門,13,2,1/62,1/54,807,36,"1,775"
361,SLOT魔法少女まどか☆マギカ2,11,13,1/168,1/77,"1,847",34,"1,224"
362,SLOT魔法少女まどか☆マギカ2,1,0,1/355,1/355,355,71,407
363,SLOT劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,9,5,1/293,1/188,"2,636",95,"1,320"
365,SLOT劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,5,1,1/198,1/165,990,103,427
