馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
トリップ,1,4.1,1.3,2.0,2000,1,1,25,508,+6,57.0,8,149.3,13,10,56,5,7,5,36.7,502,0,0.7,7,94.5,18,5,3,5,34.2,502,0,0.5,5,107.1,16,6,7,6,35.1,502,0,0.4,5,163.0,5,1,41.7,502,-2,2.7,7,96.9,3,36.0,504,+8,0.5
タガノキャプテン,7,182.7,15.6,30.2,2000,2,2,1,498,-2,57.0,9,121.0,11,4,53,5,5,5,35.8,500,0,0.8,7,119.1,10,9,9,9,35.4,500,-14,1.2,10,146.7,10,8,2,2,35.8,514,+8,1.1,12,149.0,3,2,37.7,506,-2,1.8,9,134.7,2,34.4,508,+2,0.7
タガノイノセンス,3,13.8,2.0,3.4,2000,3,3,1,516,+4,55.0,3,120.3,11,5,52,5,7,7,35.0,512,+2,0.1,11,108.0,14,10,10,10,34.8,510,+4,0.8,1,120.0,12,10,2,2,35.5,506,+2,0.0,10,106.3,6,14,34.3,504,+2,0.4,4,134.9,7,36.0,502,-2,0.5
ロードエアフォース,6,6.4,1.6,2.6,2000,4,4,1,500,+2,57.0,4,120.4,11,7,55,1,1,1,35.8,498,+2,0.2,8,107.8,10,5,1,1,35.5,496,+6,1.0,5,118.1,10,7,3,3,34.8,490,0,0.2,5,121.8,12,1,36.1,490,-10,0.5,1,94.6,1,34.8,500,-8,0.0
アロマカフェ,5,10.0,1.7,2.9,2000,5,5,6,474,+2,57.0,3,118.8,11,3,57,2,3,0,34.3,472,-6,0.5,9,123.1,13,9,3,3,34.9,478,-2,0.4,5,122.4,11,3,2,2,34.7,480,+2,0.4,3,108.1,6,4,36.9,478,-4,0.1,2,120.0,1,33.7,482,+2,0.3
コウヨウレジェンド,9,24.8,3.2,5.9,2000,6,6,2,504,0,57.0,1,110.7,7,5,57,4,4,4,34.6,504,-10,0.0,10,109.3,13,6,2,1,37.8,514,0,1.2,5,122.2,13,5,6,5,35.2,514,0,0.5,6,108.4,2,2,35.2,514,+14,0.5,11,120.4,4,35.1,500,-10,0.8
エディン,2,19.4,3.7,6.8,2000,7,7,2,458,0,55.0,1,121.2,10,6,52,1,1,2,35.5,458,-10,-0.2,6,112.6,12,11,2,2,37.6,468,+2,0.8,3,110.3,12,6,1,1,36.8,466,0,0.3,1,109.4,11,1,35.5,466,-2,-0.1,12,109.0,7,41.4,468,+10,3.7
ベストディール,10,27.0,5.1,9.6,2000,7,8,19,466,-8,57.0,16,107.1,18,16,56,11,13,13,34.7,474,-10,1.9,11,108.7,15,14,6,6,36.1,484,+6,0.9,11,132.0,17,1,12,11,35.0,478,+14,1.2,1,120.6,8,9,34.5,464,+10,-0.1,1,108.5,5,33.7,454,-4,-0.3
シルクランスロット,8,212.9,26.6,51.6,2000,8,9,7,518,+8,57.0,9,119.7,10,3,54,10,10,10,35.2,510,0,1.8,16,123.6,18,8,11,10,37.0,510,+2,2.3,15,120.6,15,9,1,2,36.8,508,-4,2.3,8,146.1,10,4,35.9,512,0,1.2,6,160.8,1,34.9,512,-2,0.2
ローゼンケーニッヒ,4,1.9,1.1,1.3,2000,8,10,14,474,+14,57.0,7,134.5,11,9,58,11,11,11,35.8,460,-4,1.3,1,105.7,13,5,12,12,32.8,464,+4,-0.1,1,94.6,12,9,9,9,33.9,460,-4,-0.1,2,120.9,5,9,33.2,464,0,0.0,10,134.7,7,36.0,464,+2,0.9
