馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
プレドマンシュ,15,8.6,2.4,3.4,1600,1,1,9,506,-2,54.0,6,74.9,16,5,54,10,10,0,38.1,508,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アイサメヤラズ,16,12.8,3.7,5.4,1600,1,2,13,446,-10,54.0,7,96.3,16,7,54,4,5,0,35.3,456,-2,0.5,4,98.4,16,13,3,2,35.3,458,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マリアローザ,12,19.9,5.3,7.8,1600,2,3,3,440,-2,54.0,16,99.5,16,13,54,12,7,11,36.8,442,+6,3.0,8,96.7,16,13,5,4,37.2,436,0,1.1,3,84.7,16,15,3,3,34.5,436,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コンチェルティーノ,7,17.2,4.9,7.2,1600,2,4,2,486,+4,54.0,10,112.1,16,4,54,6,6,7,35.5,482,0,1.3,10,110.5,16,10,5,5,36.7,482,-6,0.7,6,85.5,18,12,7,7,36.5,488,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キーンオレンジ,14,52.8,11.4,17.2,1600,3,5,24,460,-4,54.0,14,84.3,17,6,54,12,11,0,35.4,464,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シスターエアー,13,153.9,34.0,52.0,1600,3,6,28,488,-6,54.0,7,119.6,15,3,51,12,10,6,40.9,494,0,1.4,11,118.8,16,6,15,15,40.0,494,+16,2.4,14,95.0,14,8,14,14,39.9,478,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ティアップドリーム,5,24.4,5.2,7.7,1600,4,7,1,468,+2,54.0,13,71.6,16,14,54,4,3,0,37.2,466,-4,1.5,5,73.8,16,9,2,2,38.6,470,-6,0.8,6,74.7,16,9,2,2,40.2,476,-2,1.0,9,73.5,8,6,38.7,478,-8,1.3,6,74.6,11,39.0,486,0,1.4
プルーフ,3,11.1,2.6,3.6,1600,4,8,2,432,+6,52.0,5,109.2,15,12,54,8,8,7,39.0,426,-4,0.4,7,101.1,16,6,15,15,38.4,430,-2,0.8,3,118.1,15,11,15,15,39.6,432,0,0.4,11,97.4,16,14,36.9,432,+10,1.1,11,97.0,3,35.0,422,-4,1.1
コラソンロコ,11,171.6,40.8,62.4,1600,5,9,1,484,+4,54.0,10,72.4,16,10,54,15,14,0,37.9,480,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エルシェロアスール,1,22.6,5.1,7.5,1600,5,10,1,460,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,5,117.7,13,3,8,8,40.1,460,-2,1.2,10,119.5,16,14,2,2,43.4,462,0,3.6,4,118.0,7,1,39.0,462,+2,0.7,9,99.5,4,34.1,460,0,0.7
ジンジャーミスト,4,4.2,1.4,1.8,1600,6,11,2,434,-4,54.0,4,109.2,15,7,54,12,13,3,39.4,438,+8,0.4,10,97.3,18,8,2,2,35.2,430,-8,1.0,7,96.9,16,5,7,9,35.5,438,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コウジンコラボ,8,4.3,1.5,2.1,1600,6,12,1,458,+2,54.0,5,101.3,15,9,54,13,13,0,37.6,456,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ティリアンパープル,9,26.7,6.2,9.3,1600,7,13,1,456,+2,54.0,10,122.3,16,10,54,8,8,6,37.4,454,-6,1.9,8,98.2,16,11,11,10,34.7,460,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オマツリマンボ,10,163.0,35.7,54.7,1600,7,14,0,466,-4,54.0,9,111.7,9,3,54,7,9,9,34.2,470,+12,2.2,12,124.1,15,15,5,4,37.8,458,-8,1.6,14,112.4,18,1,10,8,35.9,466,+4,1.4,10,136.4,15,17,35.7,462,+2,1.3,10,111.8,14,35.6,460,+2,0.9
エーシンオマーン,2,4.4,1.5,2.1,1600,8,15,1,478,-4,54.0,10,115.9,16,12,54,12,12,8,40.3,482,+12,2.6,3,116.0,16,7,7,7,38.5,470,+2,0.6,3,115.4,14,6,7,7,38.9,468,0,0.3,15,139.4,8,9,37.3,468,-4,1.8,10,122.2,11,36.8,472,-6,1.1
クリノアルプス,6,119.8,13.6,20.6,1600,8,16,1,422,+8,54.0,8,88.3,16,8,54,14,13,0,38.0,414,0,2.0,7,74.2,16,1,14,14,37.1,414,-8,1.0,12,71.0,18,9,14,13,35.4,422,+8,0.9,17,87.2,10,17,35.4,414,-4,3.8,12,71.8,16,35.5,418,0,1.6
