馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
キングスウィープ,7,172.4,21.7,38.4,1000,1,1,3,474,-2,57.0,14,75.5,16,4,54,2,2,0,41.0,476,+6,2.7,16,71.6,16,7,8,7,39.2,470,0,2.4,16,73.3,16,3,6,7,41.3,470,+2,3.5,14,70.5,1,15,37.5,468,+4,1.7,3,70.5,2,37.0,464,-2,0.2
ハナズフレイム,9,312.8,34.3,60.9,1000,2,2,3,472,-2,57.0,15,73.3,15,4,56,15,14,0,37.0,474,+29,2.2,10,92.1,10,8,8,8,39.6,445,-11,2.5,12,115.2,12,11,9,9,40.9,456,+6,2.8,1,90.9,8,3,38.4,450,+1,-0.2,8,92.2,9,41.2,449,-7,2.1
カルブンクルス,3,4.4,1.5,2.2,1000,3,3,4,472,+2,55.0,7,72.4,15,5,54,1,1,0,38.2,470,+12,0.3,13,87.5,13,2,1,1,38.2,458,+6,1.5,6,73.2,15,4,10,10,37.8,452,-2,1.2,5,60.3,8,3,36.5,454,+2,1.0,1,59.5,6,36.0,452,+2,-0.1
エーシンクルゼ,11,2.1,1.1,1.3,1000,3,4,1,508,-4,57.0,3,86.3,15,7,56,2,1,0,37.8,512,-4,0.6,4,85.5,16,5,3,4,37.5,516,-4,0.1,3,71.9,16,14,9,8,36.2,520,+28,0.6,13,85.1,1,5,38.2,492,-4,1.0,6,72.8,4,38.1,496,-4,1.4
メイショウオハツ,2,46.3,6.2,10.7,1000,4,5,3,486,+8,52.0,12,72.7,15,3,54,2,2,0,37.7,478,+2,1.6,7,73.2,16,16,3,3,37.8,476,-6,1.6,15,70.8,16,4,10,10,38.4,482,-12,2.5,10,73.2,1,15,37.1,494,-6,1.4,9,72.7,12,37.0,500,+18,1.3
ハクユウリリー,5,16.0,3.5,5.9,1000,4,6,13,430,+10,55.0,12,70.5,16,4,54,5,4,0,39.0,420,-2,1.6,1,59.4,12,1,1,1,35.9,422,0,-0.6,2,59.6,11,10,2,2,36.3,422,0,0.1,3,60.5,2,1,37.4,422,+6,0.2,3,59.9,11,36.3,416,-10,0.8
ジルコニア,6,6.8,1.9,3.0,1000,5,7,2,494,+2,52.0,10,73.9,16,9,55,6,4,0,37.8,492,-6,0.7,4,71.1,16,14,1,1,37.8,498,+16,0.3,6,70.1,16,2,4,4,38.5,482,-6,0.6,2,55.3,13,1,33.1,488,0,0.0,2,55.5,14,32.9,488,-2,0.0
アラビアンマジック,1,16.6,3.4,5.7,1000,5,8,7,468,-4,57.0,16,74.5,16,11,53,8,8,0,38.7,472,+12,2.9,14,70.6,16,6,2,2,39.1,460,-8,1.3,2,72.3,15,4,1,1,37.2,468,+8,0.0,11,73.4,11,2,38.5,460,+4,2.1,12,61.1,7,37.7,456,-2,2.1
エゾムサシ,4,78.7,8.6,15.1,1000,6,9,4,470,-8,57.0,15,119.1,16,9,54,1,1,1,43.1,478,+8,4.9,14,71.2,16,6,16,16,37.8,470,+16,1.1,13,74.3,15,2,13,14,38.0,454,-2,1.9,1,69.3,13,4,37.1,456,-6,-0.1,2,74.1,10,38.7,462,-2,0.1
クリーンヒット,12,29.0,6.3,10.9,1000,6,10,6,472,-4,55.0,15,74.9,16,5,54,3,5,0,41.4,476,-4,4.1,2,60.7,12,6,2,2,37.1,480,+6,0.3,1,60.7,11,1,1,1,37.2,474,+2,-1.0,3,74.4,9,1,39.5,472,-2,0.4,1,61.0,3,36.8,474,+24,-1.3
エーティーランボー,8,12.4,1.6,2.5,1000,7,11,2,478,-4,57.0,10,71.4,18,7,57,17,17,0,33.7,482,+12,0.7,11,68.4,17,8,14,15,34.4,470,0,0.8,10,68.6,17,2,9,10,35.4,470,-8,1.1,5,68.6,2,10,33.9,478,+6,0.5,14,70.1,14,35.7,472,0,1.5
レアプラチナ,13,100.4,12.4,21.9,1000,7,12,12,448,-4,52.0,16,70.9,16,15,52,5,12,0,38.7,452,+6,2.6,9,56.2,18,6,16,0,33.1,446,0,0.7,11,110.5,11,7,1,1,42.4,446,+2,4.4,12,60.5,1,3,37.4,444,-4,2.5,12,61.5,11,38.2,448,+6,2.3
ウエスタンハピネス,10,12.7,2.7,4.5,1000,8,13,2,490,-2,52.0,12,74.2,16,16,55,1,1,0,38.7,492,0,1.0,16,72.0,18,10,1,2,37.7,492,0,2.2,8,59.5,14,3,6,4,36.7,492,0,0.6,3,59.5,14,1,36.7,492,-4,0.6,3,57.7,5,35.4,496,+2,0.5
ノボプレシャス,14,37.6,6.9,11.9,1000,8,14,13,476,+16,52.0,16,72.3,16,12,51,2,4,0,41.0,460,-4,3.4,11,72.8,16,1,1,1,39.3,464,-12,1.0,2,59.8,12,5,1,1,36.5,476,+4,0.5,4,59.6,7,1,36.6,472,0,0.1,1,59.6,3,36.5,472,+2,-0.2
