馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
レッドオーヴァル,4,9.7,2.7,4.2,1400,1,1,5,444,+10,52.0,13,109.1,18,10,54,5,5,0,38.0,434,+12,1.4,17,147.8,18,1,13,13,36.8,422,-8,2.6,2,95.0,18,14,15,14,35.1,430,+4,0.0,7,95.7,15,12,34.4,426,-10,0.8,1,83.5,12,35.7,436,-8,-0.5
テイエムオオタカ,10,25.5,3.7,5.8,1400,2,2,2,492,-2,56.0,3,81.1,17,7,56,3,3,0,35.4,494,+2,0.1,6,92.5,14,13,1,2,35.6,492,-10,0.7,9,68.8,16,2,7,7,34.0,502,0,0.3,9,81.0,17,5,34.8,502,0,0.4,3,69.8,15,35.0,502,-2,0.0
アドマイヤセプター,13,18.5,3.6,5.5,1400,3,3,3,490,+16,54.0,5,67.4,16,3,55,12,12,0,33.5,474,-8,0.2,4,72.0,16,9,7,7,36.6,482,+6,0.3,4,68.6,16,16,10,10,33.5,476,+6,0.1,15,93.1,7,7,34.3,470,+4,0.7,15,69.0,1,33.6,466,+4,0.9
シャイニーホーク,9,88.8,12.4,20.0,1400,4,4,10,520,-8,56.0,8,93.1,18,11,56,9,9,0,34.3,528,0,0.6,15,94.8,16,15,4,2,36.1,528,+4,1.3,4,93.5,18,14,3,2,34.2,524,+10,0.4,13,81.5,2,10,34.8,514,-8,0.9,1,94.0,7,33.7,522,+6,0.0
ラトルスネーク,6,5.9,1.8,2.6,1400,4,5,1,510,+2,56.0,1,79.6,18,11,57,10,6,0,33.3,508,+4,-0.7,8,82.0,18,18,18,18,33.2,504,-6,0.7,1,81.0,15,15,14,15,33.5,510,-2,-0.1,6,81.7,16,2,35.1,512,0,0.6,3,68.9,16,33.9,512,-2,0.1
ハッピーカオル,11,219.0,33.9,54.7,1400,5,6,2,456,0,56.0,12,81.4,17,2,54,12,12,0,34.7,456,-2,0.4,12,71.9,12,9,6,9,36.1,458,0,1.5,7,71.0,16,16,11,14,35.9,458,0,0.5,10,72.0,2,9,36.0,458,-2,1.1,1,71.7,2,37.8,460,+2,0.0
サダムパテック,3,33.1,6.7,10.7,1400,5,7,20,516,+6,58.0,13,92.4,18,18,58,17,17,0,33.6,510,-2,0.9,7,80.9,18,14,13,13,34.0,512,+3,0.3,6,94.6,0,5,0,0,0.0,509,0,0.0,1,92.9,1,6,34.1,506,-2,0.0,8,117.9,5,34.0,508,+2,0.6
エーシントップ,12,11.5,3.2,4.9,1400,6,8,20,538,+14,55.0,17,92.9,18,14,54,3,2,0,35.1,524,-4,1.4,7,93.1,18,15,3,3,35.1,528,+4,0.4,1,94.8,16,12,2,3,34.5,524,-10,0.0,1,94.3,2,1,35.7,534,+2,0.0,8,94.1,9,36.6,532,-2,0.7
ダイワマッジョーレ,2,9.1,2.3,3.4,1400,6,9,20,440,+4,57.0,9,92.2,18,17,58,14,14,0,33.6,436,0,0.7,1,80.6,18,15,8,8,34.1,436,0,-0.1,2,92.6,16,5,8,10,34.2,436,+2,0.0,2,93.0,1,14,32.7,434,-4,0.1,5,119.9,10,34.7,438,-6,0.4
コパノリチャード,1,20.5,3.9,6.1,1400,7,10,3,490,-4,54.0,16,95.8,17,8,54,2,1,0,39.0,494,+4,2.9,8,93.1,18,9,1,1,35.3,490,0,0.4,13,119.5,18,8,1,1,37.4,490,+8,1.5,1,94.8,6,2,34.0,482,0,-0.2,1,93.9,10,34.7,482,-8,-0.8
グランプリボス,7,4.6,1.6,2.2,1400,7,11,3,512,-2,57.0,7,67.5,16,1,57,10,10,0,33.8,514,+2,0.3,10,92.2,18,7,8,8,34.0,512,-10,0.7,1,92.6,18,17,9,8,34.8,522,+10,-0.1,12,95.3,6,0,0.0,512,0,0.0,2,92.9,7,34.0,520,-2,0.0
サンカルロ,8,36.0,6.1,9.7,1400,8,12,3,492,-8,57.0,8,67.7,16,4,57,14,14,0,33.6,500,-4,0.5,7,72.6,16,16,8,8,37.1,504,-6,0.9,11,81.2,18,9,10,10,34.5,510,+4,0.6,9,68.7,9,15,33.2,506,-10,0.6,4,81.2,1,34.2,516,+10,0.2
マジンプロスパー,5,2.8,1.2,1.5,1400,8,13,3,514,+6,56.0,4,67.4,16,15,57,7,8,0,33.9,508,+4,0.2,1,68.0,14,14,3,3,33.3,504,-8,0.0,6,92.9,18,10,3,3,35.4,512,0,0.3,6,68.5,8,4,33.9,512,-4,0.4,2,81.1,2,34.3,516,-6,0.1
