馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
アティトラン,11,173.7,31.5,51.8,1800,1,1,2,426,-10,54.0,10,119.9,15,9,54,13,11,9,42.6,436,-4,4.8,9,112.9,16,7,12,11,34.5,440,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アイアムイシュタル,15,211.1,35.2,57.7,1800,2,2,1,478,-6,54.0,6,70.4,16,4,51,11,8,0,35.5,484,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウォースピリッツ,9,34.6,7.2,11.5,1800,2,3,2,476,-2,56.0,7,126.6,17,16,56,12,11,6,36.8,478,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
デニムアンドルビー,2,5.7,1.6,2.2,1800,3,4,2,428,-2,54.0,2,96.8,15,9,54,8,8,0,35.9,430,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アウォーディー,5,8.2,2.0,3.0,1800,3,5,2,498,-6,56.0,4,135.7,13,10,56,3,3,3,35.6,504,+6,0.5,4,139.6,16,6,5,3,36.1,498,-4,0.6,4,110.7,16,10,10,11,34.8,502,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
テイエムプリンセス,12,55.5,9.3,14.9,1800,4,6,2,446,0,54.0,3,97.1,15,4,54,8,8,0,36.0,446,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アドマイヤキンカク,4,3.3,1.3,1.6,1800,4,7,5,444,0,56.0,2,109.0,16,5,56,6,6,0,35.1,444,0,0.2,4,110.6,18,10,9,11,34.4,444,+2,0.1,2,95.1,16,10,2,2,35.8,442,0,0.4,4,109.0,12,6,34.3,442,-8,0.3,5,111.5,8,33.5,450,0,0.4
ラルプデュエズ,6,7.6,1.9,2.8,1800,5,8,11,498,+14,56.0,3,109.9,10,10,55,6,5,0,33.9,484,0,0.3,3,108.2,13,8,11,11,34.1,484,-12,0.2,5,112.6,13,9,4,4,33.7,496,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウキョトウ,3,10.7,3.0,4.6,1800,5,9,3,524,-2,56.0,4,110.9,16,6,56,7,6,0,35.6,526,0,1.0,10,111.1,16,13,12,7,35.4,526,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジューヴルエール,1,3.6,1.4,1.9,1800,6,10,1,462,0,56.0,5,111.2,14,4,56,10,9,0,33.5,462,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイネノンノ,8,138.5,31.1,51.0,1800,6,11,2,420,0,54.0,7,97.2,15,7,54,6,6,0,36.6,420,-2,0.9,5,97.6,16,2,2,2,36.5,422,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トウケイウイン,14,46.0,9.3,15.0,1800,7,12,15,434,-8,56.0,3,109.7,13,13,55,7,4,0,34.6,442,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タピスドフルール,10,166.0,22.0,36.0,1800,7,13,5,464,-2,54.0,8,109.5,16,4,54,8,8,0,35.5,466,-4,0.7,6,97.6,14,1,7,7,34.9,470,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シゲルオヒツジザ,7,16.8,3.5,5.4,1800,8,14,1,474,-4,56.0,5,121.5,18,13,56,6,6,6,36.0,478,+4,0.4,2,110.3,16,14,8,6,37.3,474,+4,0.7,10,127.0,18,11,12,14,35.6,470,+14,1.4,3,107.8,8,9,35.2,456,+2,0.1,5,82.3,5,35.4,454,+10,1.1
タニノマンボ,13,399.1,99.0,162.7,1800,8,15,2,470,-6,53.0,10,127.6,17,10,53,11,11,13,37.2,476,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
