馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
シュヴァリエ,1,9.2,1.9,2.8,1200,1,1,1,424,+4,54.0,3,73.3,11,1,54,7,6,0,37.0,420,-4,0.3,4,71.6,7,7,4,4,36.0,424,-4,0.6,3,71.5,9,7,4,4,35.8,428,-2,0.4,4,72.2,4,2,36.6,430,+6,1.4,2,59.3,3,34.7,424,0,0.4
クリノクレオパトラ,10,190.9,34.6,56.5,1200,1,2,3,434,+2,54.0,15,71.7,17,17,54,9,11,0,36.7,432,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アスカクイン,13,70.6,10.5,17.0,1200,2,3,5,456,-2,54.0,7,112.7,9,1,54,8,8,8,37.2,458,+4,1.5,3,72.0,6,3,5,5,35.8,454,+2,1.2,8,71.9,9,2,9,9,34.8,452,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アイノデンドウシ,3,3.2,1.3,1.7,1200,2,4,2,392,-6,54.0,2,73.2,7,7,54,3,2,0,35.6,398,0,0.0,2,71.6,7,7,2,2,36.4,398,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウインネオルーラー,2,5.0,2.1,3.1,1200,3,5,2,468,+2,54.0,2,70.0,14,6,54,8,7,0,35.3,466,-2,0.0,12,96.4,15,11,3,4,36.3,468,+8,1.8,3,83.3,9,9,7,7,35.7,460,0,0.2,4,98.3,2,8,34.3,460,0,0.4,0,0,0,0,0,0,0
デルマフクゾウ,7,153.8,35.4,57.9,1200,3,6,2,476,-10,54.0,15,99.3,17,13,54,12,11,0,37.3,486,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハクユウジャック,16,330.8,45.6,74.6,1200,4,7,3,446,-6,51.0,10,71.5,13,9,54,10,9,0,35.9,452,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アマアマ,5,19.2,4.2,6.5,1200,4,8,1,434,+4,54.0,4,73.4,11,5,54,3,4,0,37.7,430,-4,0.4,7,71.2,16,16,8,7,36.0,434,+10,0.4,9,85.1,16,7,11,12,34.8,424,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ノースショアビーチ,6,27.6,5.1,8.1,1200,5,9,3,474,+6,54.0,6,112.5,7,7,54,2,2,3,38.6,468,+2,0.9,3,71.7,5,4,4,4,35.8,466,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ルナレディ,9,81.4,14.8,23.9,1200,5,10,0,486,-6,54.0,3,75.9,5,4,54,4,4,0,37.1,492,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カゼノコ,11,4.7,1.4,1.8,1200,6,11,3,452,+4,53.0,3,71.5,13,1,53,3,3,0,35.8,448,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒルノバーハーバ,12,20.6,9.1,14.6,1200,6,12,10,478,0,54.0,4,59.9,8,1,54,6,6,0,35.0,478,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ピュアエクセル,8,29.0,3.3,5.1,1200,7,13,4,470,-2,54.0,5,114.0,10,9,54,7,8,7,37.7,472,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ルックアラウンド,15,752.8,119.6,195.6,1200,7,14,4,446,+4,54.0,8,62.4,8,1,54,8,8,0,36.7,442,+2,2.7,9,73.4,9,2,8,9,37.0,440,-6,2.3,5,64.0,6,6,6,6,37.9,446,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アルマエルナト,4,5.1,1.5,2.2,1200,8,15,1,454,+4,54.0,2,73.3,11,8,54,2,2,0,37.9,450,0,0.3,2,70.5,9,9,6,4,35.4,450,+2,0.1,4,71.8,9,8,7,5,34.3,448,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハンサムオウジ,14,99.2,31.4,51.3,1200,8,16,8,444,+2,54.0,8,73.9,8,6,54,2,4,0,39.5,442,+2,4.2,14,84.9,18,9,1,1,37.1,440,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
