馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
アフロディシアス,14,25.8,4.5,7.9,1400,1,1,6,436,-2,55.0,11,82.1,18,13,55,2,2,0,35.7,438,-8,0.7,5,85.6,16,11,2,2,37.6,446,+8,0.3,15,95.2,18,3,5,5,34.0,438,-8,0.8,16,81.7,16,15,34.9,446,+6,1.1,13,81.9,11,33.8,440,+2,0.8
アイファーパローマ,13,493.0,64.3,121.3,1400,2,2,5,428,-11,55.0,8,107.0,9,1,54,9,9,9,40.8,439,+2,2.6,1,91.8,9,1,2,2,39.9,437,-2,-0.4,3,91.4,9,8,2,2,41.2,439,-8,1.3,7,91.6,6,7,39.7,447,-3,1.3,6,90.7,5,40.5,450,-3,0.5
シゲルアケビ,7,131.4,16.4,30.6,1400,2,3,2,460,+4,55.0,16,108.3,16,13,54,6,8,2,40.4,456,+14,3.3,12,95.5,14,7,11,11,34.6,442,+2,1.2,11,85.8,15,1,6,8,38.0,440,0,1.4,5,86.1,9,14,37.7,440,-8,0.7,6,86.1,14,37.6,448,-6,0.7
キングブラーボ,1,16.3,2.8,4.9,1400,3,4,0,518,-4,57.0,7,85.5,16,3,57,7,6,0,37.7,522,+2,0.9,13,86.5,16,15,3,4,38.5,520,+2,1.1,12,86.6,16,14,5,4,39.7,518,-4,2.0,10,85.8,8,9,37.5,522,+6,1.4,15,69.1,8,34.2,516,+6,0.9
エルウェーオージャ,5,19.4,3.4,5.9,1400,3,5,2,472,+4,57.0,4,58.7,14,11,57,10,10,0,35.2,468,-6,0.2,5,73.0,14,9,11,12,36.9,474,+2,0.7,4,72.8,16,14,13,14,36.3,472,-2,0.8,9,72.4,2,11,36.6,474,-2,1.1,12,85.0,6,37.8,476,+8,1.6
ストロングティラノ,8,21.1,4.1,7.3,1400,4,6,13,506,+8,57.0,10,86.7,16,6,56,6,7,0,39.2,498,-2,2.1,1,72.0,15,12,4,4,36.9,500,+2,-0.2,8,86.8,16,7,10,11,37.1,498,0,1.0,3,86.9,4,5,37.6,498,+6,1.3,5,87.8,12,37.2,492,-8,0.4
ペガサスヒルズ,2,2.2,1.1,1.3,1400,4,7,0,478,-4,57.0,2,84.8,16,13,57,11,9,0,36.5,482,0,0.2,2,85.3,14,3,6,5,36.9,482,+8,0.1,3,83.6,15,12,4,4,36.5,474,-4,0.0,3,86.1,3,4,38.0,478,+4,0.2,3,107.8,5,38.9,474,+2,0.8
シゲルアボカド,6,9.7,1.8,2.9,1400,5,8,4,486,0,57.0,6,86.1,16,1,57,2,2,0,39.0,486,-2,0.3,3,85.6,16,4,12,12,37.3,488,+4,0.7,6,86.3,16,13,12,13,37.6,484,-3,0.4,1,88.6,8,1,38.6,487,-10,-0.7,1,96.2,1,39.6,497,+21,-0.9
フランチャイズ,10,17.0,3.3,5.8,1400,5,9,38,508,+12,57.0,6,85.2,16,12,54,3,3,0,37.4,496,+10,1.0,1,79.7,15,6,3,3,37.4,486,0,-0.2,2,79.5,16,1,7,6,36.4,486,-2,0.3,9,87.7,13,12,39.2,488,-2,2.8,12,127.2,12,36.3,490,0,2.7
エクストラトーン,4,25.0,4.6,8.2,1400,6,10,1,510,+4,57.0,10,73.7,15,3,57,14,14,0,36.4,506,+2,1.3,3,73.0,11,13,1,2,36.6,504,+16,0.6,9,86.9,15,7,5,4,39.0,488,-18,1.4,1,90.1,8,2,38.8,506,+1,0.0,1,90.6,5,38.3,505,+29,0.0
レディオスソープ,12,5.8,2.0,3.3,1400,6,11,6,488,-2,55.0,6,71.1,18,1,55,4,4,0,34.4,490,+20,0.4,1,69.2,15,6,2,2,34.9,470,+2,-0.2,2,84.4,18,16,4,7,36.6,468,0,0.1,3,83.4,2,4,35.6,468,+12,0.2,12,69.7,6,35.3,456,-12,0.7
クナンガン,9,315.1,42.1,79.2,1400,7,12,4,488,-4,55.0,7,87.4,11,2,55,7,6,0,38.4,492,-2,2.2,9,87.0,16,8,11,12,38.4,494,-2,1.8,15,122.4,15,6,14,14,38.6,496,+8,2.6,12,87.3,6,10,37.1,488,+10,1.3,10,108.1,2,39.1,478,-8,2.0
パープルダイガク,15,473.2,72.2,136.3,1400,7,13,26,458,+4,57.0,0,0,0,0,0,0,0,0,0,0,0,0,12,69.3,18,4,11,14,35.3,454,-4,0.6,4,90.8,10,5,6,4,40.9,458,-7,1.0,3,90.0,3,1,40.4,465,+7,1.5,11,86.9,2,39.0,458,+4,3.2
マウシャーレ,11,376.6,58.9,111.2,1400,8,14,1,452,0,55.0,15,75.7,15,10,57,9,11,0,39.1,452,-2,3.3,8,99.7,10,9,7,7,37.2,454,+10,1.7,6,100.2,9,7,5,7,36.1,444,-4,0.4,11,73.4,6,12,36.9,448,+2,1.7,14,87.1,6,37.7,446,-2,1.2
ザストロンシチー,3,5.1,1.6,2.4,1400,8,15,3,490,-8,57.0,9,79.7,16,4,57,4,7,0,37.9,498,+24,1.2,3,79.5,16,3,2,3,36.0,474,-10,0.6,12,72.5,16,2,8,7,37.5,484,+4,1.1,13,85.9,7,1,37.0,480,+2,1.0,1,78.5,3,36.4,478,+10,-0.1
