馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
トウショウマナーズ,3,192.4,34.2,58.6,1800,1,1,0,526,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒミノオオタカ,7,3.3,1.2,1.5,1800,2,2,0,478,-4,56.0,2,108.3,15,11,56,1,1,2,39.4,482,-4,0.3,4,107.8,15,1,4,4,39.4,486,-4,0.5,8,115.1,13,10,2,2,38.1,490,-6,1.1,5,115.2,2,9,38.5,496,0,1.5,0,0,0,0,0,0,0
ヴェルフェン,5,4.4,1.4,2.0,1800,2,3,2,498,+4,56.0,3,108.6,15,3,56,12,12,13,37.8,494,+2,1.5,9,118.4,16,10,7,6,42.1,492,-2,1.7,3,116.6,15,4,13,11,40.3,494,-2,1.5,3,118.1,13,6,40.1,496,+10,1.6,2,116.4,1,39.4,486,0,0.1
マルチタクティクス,14,97.0,25.4,43.5,1800,3,4,0,528,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラエティティア,8,126.5,16.7,28.4,1800,3,5,2,478,-2,53.0,3,92.6,12,7,56,10,10,9,39.8,480,+10,0.7,7,126.2,8,5,7,7,38.4,470,+2,4.2,13,111.1,14,1,9,10,38.5,468,-6,3.1,9,87.2,6,9,36.2,474,0,2.5,0,0,0,0,0,0,0
キングスクルーザー,12,20.7,3.7,6.0,1800,4,6,2,466,+6,56.0,4,109.1,15,7,56,6,6,5,39.0,460,+2,2.0,15,84.4,18,10,12,11,35.8,458,-6,1.2,11,87.7,13,3,2,2,40.7,464,+6,2.7,4,86.2,5,7,37.8,458,0,0.4,0,0,0,0,0,0,0
フミノトパーズ,13,88.4,18.4,31.4,1800,4,7,0,488,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スチブナイト,9,75.9,9.6,16.2,1800,5,8,2,498,+6,56.0,4,110.4,15,11,56,11,11,11,39.7,492,-5,1.1,9,92.9,12,3,10,10,40.8,497,-1,1.9,9,102.3,16,10,8,8,41.1,498,+2,3.0,7,89.2,3,14,38.0,496,0,1.5,11,86.3,12,35.4,496,0,1.9
カンボレバン,11,50.8,8.7,14.7,1800,5,9,6,472,-10,56.0,7,119.9,16,11,56,10,11,7,41.7,482,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ソヴラーノ,10,16.0,3.4,5.4,1800,6,10,10,484,+2,56.0,7,115.5,15,14,56,9,8,10,39.2,482,+2,1.8,3,116.4,16,11,11,10,39.1,480,-10,1.9,9,115.8,11,9,3,3,38.1,490,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タカトーエルザー,15,204.3,41.6,71.2,1800,6,11,3,468,-4,54.0,0,0,0,0,0,0,0,0,0,0,0,0,16,142.2,16,16,10,10,36.5,472,-4,2.2,12,99.0,16,15,9,10,35.5,476,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カレングラスジョー,2,3.7,1.6,2.4,1800,7,12,20,518,+12,56.0,6,108.9,13,13,55,4,5,0,37.4,506,-4,0.6,3,111.3,11,8,2,2,34.6,510,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ベロム,4,8.3,1.8,2.6,1800,7,13,2,504,-4,54.0,11,116.5,16,10,56,15,15,15,37.6,508,-6,1.5,15,142.3,16,4,12,13,37.9,514,0,3.3,6,124.6,10,7,7,7,34.1,514,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリエンタルリリー,1,13.2,4.0,6.4,1800,8,14,3,474,-10,54.0,9,96.7,18,6,54,13,13,0,35.4,484,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウユニオン,6,12.6,2.7,4.3,1800,8,15,2,458,+14,56.0,7,116.0,16,5,56,14,14,8,38.3,444,-8,1.0,4,115.1,15,13,12,12,38.6,452,+8,1.3,6,115.1,13,2,9,9,37.4,444,-4,1.1,5,114.7,12,14,37.7,448,-2,1.0,0,0,0,0,0,0,0
