馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ベールドインパクト,2,6.6,1.7,2.5,2200,1,1,7,498,+12,55.0,1,107.8,15,4,55,7,7,6,35.2,486,-2,0.0,4,183.5,18,3,15,15,36.2,488,-4,0.6,10,147.1,15,9,7,7,36.5,492,+4,1.9,9,144.4,5,11,33.9,488,0,0.6,2,130.4,10,34.7,488,+4,0.4
ビートブラック,4,9.0,2.6,3.9,2200,2,2,6,522,0,58.0,9,153.4,16,14,57,2,2,2,37.4,522,+8,1.5,7,144.0,17,1,1,1,35.6,514,+2,0.9,4,150.6,15,1,4,4,34.8,512,-4,0.7,0,0,0,0,0,0,0,0,9,133.7,9,38.1,516,+4,2.8
ヤマニンファラオ,11,51.1,7.8,12.5,2200,3,3,31,478,+10,55.0,2,108.2,16,4,55,2,2,2,35.3,468,+4,0.3,2,107.3,10,6,3,3,33.6,464,-2,0.3,4,146.5,17,16,6,7,34.9,466,-6,0.8,1,154.2,9,2,35.1,472,-6,-0.3,3,110.1,5,35.2,478,0,0.5
ジャスタウェイ,5,3.5,1.3,1.6,2200,4,4,4,490,+4,55.0,3,119.9,16,9,56,10,10,11,34.5,486,0,0.4,6,117.8,18,11,5,5,34.0,486,-4,0.5,2,105.0,16,7,10,8,33.0,490,+8,0.0,11,144.8,4,17,34.1,482,+8,1.0,6,95.3,14,34.2,474,-8,0.8
サクラアルディート,8,11.6,2.6,4.0,2200,5,5,9,484,-2,56.0,1,107.1,11,3,57,4,4,0,33.3,486,-2,-0.1,2,108.0,10,1,5,6,33.3,488,0,0.0,1,105.5,9,4,4,3,33.5,488,+14,-0.2,1,122.2,1,5,35.7,474,-4,0.0,6,106.0,5,34.7,478,+2,0.4
ジャミール,9,150.4,22.7,36.5,2200,6,6,78,468,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,5,162.7,12,2,10,10,37.6,468,+18,1.0,7,152.7,17,18,13,13,35.7,450,-8,0.2,15,202.6,13,14,37.2,458,-2,2.0,8,147.4,4,35.4,460,+4,1.0
リッツィースター,10,201.4,54.1,87.3,2200,6,7,29,488,+4,56.0,14,123.8,16,15,52,6,6,7,39.1,484,0,3.4,9,109.3,12,6,8,8,36.2,484,+8,1.2,15,122.0,15,15,10,9,38.2,476,-14,3.0,12,123.3,12,11,35.6,490,-4,1.1,8,136.3,2,39.3,494,-6,3.9
ジョワドヴィーヴル,7,9.9,3.1,4.8,2200,7,8,43,436,+20,53.0,6,95.2,18,17,55,15,15,0,34.6,416,-4,0.6,3,96.0,14,5,5,6,34.8,420,+2,0.5,1,94.9,18,13,9,10,34.1,418,-2,-0.4,1,96.7,9,8,34.1,420,0,-0.2,0,0,0,0,0,0,0
カポーティスター,6,7.3,2.0,2.9,2200,7,9,3,518,+8,56.0,1,145.0,16,2,52,4,4,4,34.7,510,-6,-0.1,1,119.7,11,9,5,4,36.8,516,+2,0.0,4,145.1,11,3,5,5,35.1,514,0,0.3,9,147.0,4,14,35.5,514,-8,1.8,2,118.5,11,34.3,522,+14,0.1
ショウナンマイティ,3,4.0,1.4,1.9,2200,8,10,32,506,+10,57.0,3,131.4,16,2,58,15,15,16,35.0,496,+2,0.5,2,120.2,10,8,9,9,32.9,494,-6,0.1,1,125.5,12,11,11,11,34.3,500,-4,-0.2,2,108.6,8,9,35.2,504,+16,0.0,2,105.6,2,33.3,488,+2,0.0
トーセンラー,1,9.2,2.3,3.5,2200,8,11,22,460,+10,56.0,7,117.8,18,16,57,10,9,0,32.6,450,+8,0.2,2,117.7,12,5,9,8,34.8,442,+6,0.4,2,121.1,16,5,10,11,35.5,436,-2,0.0,3,120.5,6,2,33.4,438,-6,0.4,11,119.7,7,36.2,444,+6,0.7
