馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ヒュースケン,4,14.4,2.5,7.3,1600,1,1,1,482,0,56.0,2,102.9,16,9,56,6,6,0,38.3,482,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キタサンアイドル,15,284.3,35.2,119.6,1600,1,2,4,442,-6,56.0,11,122.2,16,11,56,5,5,6,44.4,448,0,4.3,9,120.8,16,11,12,12,41.1,448,-4,2.1,11,103.4,16,4,7,7,40.3,452,+4,2.3,8,103.2,2,1,39.6,448,-6,1.9,8,118.8,5,42.3,454,+6,2.6
エイダイボルト,8,65.8,8.8,29.0,1600,2,3,5,412,+2,56.0,13,99.8,16,4,56,15,15,12,35.5,410,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メジロレイチェル,9,281.8,34.4,116.9,1600,2,4,1,446,+2,54.0,0,0,0,0,0,0,0,0,0,0,0,0,15,131.3,16,7,12,12,44.3,444,+6,12.3,8,103.1,16,12,5,10,40.1,438,0,1.2,7,103.0,1,10,38.7,438,+4,1.7,7,95.5,18,36.2,434,-2,0.9
フレアリングレッド,12,48.7,6.4,20.8,1600,3,5,5,448,-2,53.0,7,99.3,16,9,53,10,9,9,35.5,450,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タイセイローザ,14,221.5,33.7,114.6,1600,3,6,4,450,-6,54.0,14,75.4,16,14,54,13,15,0,39.7,456,+10,2.5,7,72.8,16,4,8,8,38.0,446,-6,1.6,15,97.8,18,16,1,1,36.5,452,-4,1.2,10,96.1,10,10,36.9,456,-8,1.7,17,86.5,15,36.7,464,0,2.2
トラストイチゲキ,7,92.8,14.5,48.5,1600,4,7,11,458,+8,56.0,9,101.1,16,4,55,9,9,0,38.4,450,-4,1.7,7,102.2,12,9,10,11,39.6,454,+4,2.2,10,102.8,15,16,6,6,39.8,450,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒノモトイチバン,6,56.0,6.3,20.3,1600,4,8,12,442,-10,56.0,10,102.6,16,5,55,11,9,0,39.2,452,0,1.5,2,102.0,13,12,10,10,37.7,452,-6,0.7,4,101.4,16,16,15,15,38.6,458,-4,1.1,8,111.9,1,9,41.2,462,0,4.2,0,0,0,0,0,0,0
フォーリアル,11,24.0,3.7,11.5,1600,5,9,7,420,+2,51.0,11,110.7,18,17,54,10,9,0,35.8,418,-4,0.7,8,110.5,16,3,3,3,36.2,422,0,0.3,6,109.6,14,7,10,13,35.7,422,0,0.6,11,84.3,3,16,34.2,422,0,0.9,0,0,0,0,0,0,0
ラヴァリーボヌス,10,169.2,18.9,63.5,1600,5,10,4,488,-4,53.0,11,75.6,16,3,53,16,16,0,39.3,492,-4,2.5,13,121.3,16,4,14,14,41.5,496,-2,2.6,14,104.2,16,15,2,2,41.6,498,0,2.3,6,102.1,4,10,39.8,498,+2,2.1,14,84.7,14,38.7,496,0,4.7
マスターソムリエ,2,3.8,1.1,1.8,1600,6,11,2,478,0,56.0,2,100.8,16,3,56,6,7,0,38.5,478,+6,0.2,2,118.9,16,8,9,8,39.7,472,-2,0.2,4,101.8,12,4,11,9,37.6,474,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤマニンピトレスク,16,254.7,33.2,112.8,1600,6,12,5,438,+4,54.0,14,75.0,16,7,52,2,2,0,39.0,434,-6,1.4,8,110.1,15,16,1,1,38.3,440,-2,1.4,11,96.7,17,16,3,3,37.9,442,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レオアラシ,3,13.5,2.1,6.0,1600,7,13,7,494,+2,56.0,7,117.8,16,15,55,3,3,5,39.3,492,-6,0.7,6,117.3,16,16,8,9,40.0,498,+8,1.9,6,102.4,12,2,3,3,38.7,490,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ノボプロジェクト,1,1.7,1.1,1.1,1600,7,14,5,506,+2,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ホッカイアラカティ,13,24.4,3.5,10.7,1600,8,15,2,432,0,56.0,2,101.7,16,9,56,1,1,0,37.5,432,0,0.4,15,121.1,16,16,7,9,41.2,432,0,3.2,13,122.1,15,14,7,7,43.2,432,+2,3.9,7,102.7,8,2,40.2,430,0,0.8,12,89.7,14,39.8,430,0,3.2
ウエスタンウェイブ,5,11.4,2.0,5.6,1600,8,16,4,458,-6,56.0,2,118.6,16,4,53,7,7,5,41.0,464,+6,0.0,8,124.0,18,10,9,9,36.0,458,-2,1.0,5,100.6,16,13,11,11,37.6,460,0,1.2,4,100.9,3,4,39.1,460,+2,0.9,3,101.1,11,38.6,458,+4,0.8
