馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
クリノオスカー,12,252.4,35.5,62.1,1700,1,1,2,428,-6,56.0,12,71.0,16,6,56,5,5,0,38.9,434,-6,2.4,15,121.5,15,1,1,1,44.4,440,-6,6.5,14,105.0,14,4,1,1,42.1,446,-4,4.7,18,126.6,17,2,39.2,450,-4,3.6,9,127.3,4,35.0,454,0,1.8
フレーヴァリスト,5,2.8,1.3,1.7,1700,2,2,3,510,-4,56.0,3,107.7,15,7,54,6,4,3,38.5,514,+10,0.3,2,99.8,16,11,2,2,38.5,504,-6,0.3,3,100.5,14,11,7,8,36.7,510,+8,0.2,12,110.1,5,12,40.4,502,0,2.6,0,0,0,0,0,0,0
シゲルナガマサ,10,76.5,7.6,13.2,1700,3,3,1,434,-4,56.0,9,108.7,13,13,56,10,9,7,40.1,438,+2,2.6,5,109.0,12,8,8,8,38.3,436,-8,0.5,6,61.0,12,5,9,8,36.5,444,-2,0.9,3,73.0,3,12,37.1,446,-2,1.1,6,71.1,5,38.2,448,+4,1.3
アクアオーラ,11,29.9,5.1,8.7,1700,4,4,3,448,+2,54.0,6,109.2,15,5,54,2,2,2,40.4,446,+2,0.7,5,81.6,16,5,3,3,37.6,444,-2,1.8,10,73.6,16,12,2,3,39.4,446,+10,1.5,6,97.3,8,4,35.1,436,0,0.8,0,0,0,0,0,0,0
スプリングミント,1,20.0,4.5,7.6,1700,4,5,19,492,+30,54.0,7,109.1,16,15,52,5,5,4,40.0,462,0,1.5,2,116.1,14,12,2,2,38.2,462,+2,0.2,7,97.5,16,9,13,13,36.0,460,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイネルウィット,3,11.6,2.4,3.9,1700,5,6,3,504,-4,56.0,7,109.8,15,2,56,15,14,12,39.3,508,-4,1.8,4,113.5,16,8,5,5,38.5,512,+4,0.9,2,114.8,13,10,2,2,38.5,508,-4,0.5,2,106.1,2,7,38.0,512,-2,1.0,6,109.3,11,38.7,514,-6,1.0
アドマイヤファイン,8,5.8,1.4,2.1,1700,5,7,1,468,-2,54.0,3,109.1,13,12,54,5,5,3,37.8,470,+10,0.3,3,108.0,11,6,4,4,38.4,460,+12,0.8,15,85.7,18,14,6,8,35.5,448,0,1.5,14,124.3,9,12,38.2,448,-12,3.3,14,112.8,5,40.0,460,-4,4.3
ミッドナイトクロス,9,16.5,3.4,5.7,1700,6,8,4,496,-6,56.0,8,109.4,12,9,56,8,8,9,38.7,502,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グランブリーズ,4,9.9,2.8,4.6,1700,6,9,16,480,+16,55.0,3,108.3,16,10,56,6,6,3,38.0,464,+2,0.3,6,110.1,16,6,1,1,41.6,462,-2,2.1,5,73.1,15,13,8,6,37.6,464,-2,0.6,6,87.5,7,2,38.8,466,-4,0.2,4,117.1,4,38.6,470,0,1.1
トウカイノーマル,2,3.0,1.2,1.5,1700,7,10,2,530,0,56.0,3,108.2,12,2,56,7,7,9,37.8,530,-2,0.3,2,108.7,12,6,2,3,38.4,532,+2,0.2,10,95.3,18,6,9,9,35.1,530,0,0.6,4,115.0,4,1,38.9,530,0,0.7,2,116.5,6,38.8,530,0,0.0
カトルズメテオ,7,45.3,4.4,7.4,1700,7,11,1,494,0,56.0,4,109.2,13,4,56,10,10,9,37.2,494,+4,0.4,4,109.6,10,9,4,4,38.7,490,+2,0.7,6,110.5,10,6,9,9,39.5,488,+4,1.0,9,102.5,13,11,38.4,484,+2,2.2,15,88.8,4,39.1,482,-8,2.0
キクノシャンティ,6,54.0,5.5,9.4,1700,8,12,4,502,-4,56.0,10,110.7,12,4,56,5,5,5,40.3,506,0,2.7,7,114.5,16,2,11,11,37.5,506,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウエスタンサクラ,13,393.0,32.8,57.4,1700,8,13,1,474,+14,51.0,16,72.2,16,16,54,16,16,0,37.6,460,-10,2.2,14,104.2,15,14,9,9,41.6,470,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
