馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
サクラインライン,1,5.1,1.5,2.2,1800,1,1,6,482,-10,56.0,10,130.6,16,4,56,3,3,6,40.4,492,0,1.9,2,111.8,16,7,3,5,34.5,492,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
イップク,12,65.6,6.2,10.3,1800,2,2,2,470,-4,54.0,10,125.8,18,9,54,10,8,7,37.2,474,+8,1.0,10,84.3,17,7,11,10,34.4,466,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
チャーリーポイント,8,114.8,16.5,27.9,1800,2,3,2,476,+4,56.0,15,99.5,16,5,56,16,16,16,36.3,472,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
モジュレーター,10,32.1,6.3,10.4,1800,3,4,5,472,-6,56.0,13,75.9,16,13,56,16,16,0,36.6,478,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジェットメジャー,11,60.8,8.1,13.4,1800,3,5,3,460,-2,56.0,9,116.4,16,2,53,5,5,6,36.3,462,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トーセンウィン,4,2.5,1.2,1.4,1800,4,6,2,490,-2,53.0,3,124.9,18,15,53,6,6,6,36.5,492,-6,0.1,11,120.9,16,16,1,3,42.2,498,0,2.6,3,118.8,16,15,2,2,41.1,498,+6,0.4,3,124.8,2,11,36.8,492,+2,0.3,10,108.9,7,36.8,490,+12,1.3
ダイワトパーズ,14,267.6,41.1,69.6,1800,4,7,3,474,-2,54.0,13,112.9,16,14,54,12,12,11,38.2,476,-8,3.4,13,76.0,14,1,7,7,40.8,484,+4,2.0,8,75.1,16,13,10,9,40.1,480,0,1.3,13,84.7,4,9,35.4,480,0,1.8,9,70.8,3,37.0,480,+10,1.0
ザピエール,2,6.5,1.9,2.9,1800,5,8,6,482,0,56.0,7,130.0,16,5,56,9,8,12,39.3,482,+6,1.3,9,108.8,17,15,8,8,35.8,476,-4,1.7,5,124.5,14,1,1,1,35.8,480,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トレノユーボウ,5,4.6,1.6,2.3,1800,5,9,8,498,-2,56.0,9,110.3,16,5,56,4,5,4,36.1,500,0,1.1,4,100.1,16,6,16,14,35.0,500,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ルージュビクトリー,15,89.6,11.2,18.7,1800,6,10,2,440,-4,56.0,12,62.7,16,5,56,14,13,0,37.2,444,-4,2.6,18,73.9,18,11,18,18,36.9,448,-2,2.9,5,99.5,16,8,2,2,35.2,450,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トップウイナー,13,128.3,16.8,28.3,1800,6,11,0,444,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サントワマミー,7,10.4,2.3,3.5,1800,7,12,2,446,+4,54.0,6,125.2,18,13,54,7,8,9,36.5,442,-2,0.4,11,86.0,16,10,10,11,34.7,444,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ニシノマザーアース,3,29.7,4.7,7.6,1800,7,13,2,468,+4,54.0,7,125.5,18,11,54,7,6,7,36.9,464,-4,0.7,7,100.7,15,13,7,7,38.8,468,-8,1.4,9,121.8,16,8,3,3,44.0,476,0,2.8,5,113.7,3,8,36.3,476,+2,0.3,12,111.6,1,35.9,474,0,1.2
ハッピーデュランダ,9,20.0,3.7,6.0,1800,8,14,3,470,-2,56.0,7,110.5,16,1,56,10,9,9,36.1,472,-4,1.0,12,97.3,16,7,12,14,35.7,476,+2,1.5,6,96.2,16,4,16,16,35.2,474,+6,1.1,11,84.6,9,15,34.5,468,0,1.5,0,0,0,0,0,0,0
スズヨタキオン,6,53.5,12.6,21.1,1800,8,15,0,426,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
