馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ランブリングローズ,4,3.2,1.2,1.7,1700,1,1,3,464,+4,53.0,4,106.8,13,11,52,8,8,9,37.6,460,+2,0.7,2,107.6,12,1,9,8,37.4,458,-4,0.7,6,113.8,14,11,6,5,39.0,462,0,1.2,7,114.0,5,2,38.0,462,+4,1.1,5,115.5,9,38.9,458,-6,0.7
スティールシャーク,11,102.1,13.3,25.2,1700,2,2,4,488,+8,54.0,12,109.7,13,9,55,6,6,7,41.1,480,0,3.4,13,127.6,13,5,1,1,40.0,480,+4,2.8,11,108.6,12,4,2,2,39.6,476,-8,1.8,15,111.3,8,3,43.5,484,+4,6.6,8,108.0,6,38.5,480,+4,0.8
メイショウスズラン,6,6.4,1.7,2.8,1700,3,3,1,480,-2,53.0,10,92.1,14,2,53,1,2,2,38.6,482,-4,1.5,11,111.7,13,7,4,5,36.3,486,+32,1.0,9,121.5,15,1,13,14,35.0,454,-6,1.3,8,109.1,7,4,36.9,460,0,0.9,11,96.0,7,35.9,460,-8,1.6
アイスボックス,13,125.4,12.7,24.0,1700,4,4,14,452,+4,55.0,0,0,0,0,0,0,0,0,0,0,0,0,13,109.1,16,1,3,3,37.5,448,+18,1.9,15,124.3,18,2,3,3,37.7,430,-12,2.0,12,70.8,15,16,35.8,442,+2,1.2,11,110.4,5,41.3,440,-12,2.8
ウィッシュロマンス,12,209.7,19.5,37.0,1700,4,5,8,448,+10,53.0,17,57.1,17,15,52,16,0,0,34.1,438,-6,2.2,18,96.5,18,9,2,2,38.4,444,-15,3.0,7,98.0,10,9,8,7,40.4,459,-3,2.1,7,94.9,7,2,44.9,462,+2,2.9,7,98.3,2,42.7,460,+4,1.2
ミアコルサ,3,27.9,3.8,6.8,1700,5,6,1,462,-6,53.0,7,109.3,13,3,52,13,13,6,39.2,468,+4,1.6,7,108.5,12,6,11,10,38.0,464,+8,1.6,1,107.2,13,9,9,10,38.1,456,+4,-0.1,6,109.0,9,11,38.8,452,0,0.9,12,100.5,8,39.2,452,+6,1.6
ディアコトミ,5,43.4,5.2,9.5,1700,5,7,0,444,0,53.0,7,107.9,12,4,52,10,10,9,39.5,444,0,2.0,13,111.8,13,7,1,1,42.1,444,+2,4.1,15,101.7,16,3,5,6,40.4,442,+4,4.0,11,100.1,11,14,38.4,438,+2,0.7,9,83.8,14,34.5,436,+4,0.7
デルマプロティナ,1,13.2,2.8,4.9,1700,6,8,3,492,+2,53.0,8,107.4,13,7,52,6,6,7,38.4,490,+6,1.3,7,108.1,13,10,8,7,38.2,484,+4,0.8,5,107.7,13,7,8,8,38.4,480,-6,1.2,1,108.3,4,4,39.6,486,+2,0.0,6,117.6,5,40.4,484,-2,2.1
プリティカポレイ,2,2.6,1.1,1.4,1700,6,9,1,456,-6,53.0,2,107.9,13,13,52,9,8,6,37.8,462,-8,0.2,4,113.3,11,3,5,6,36.8,470,+12,0.4,9,109.2,15,10,11,10,34.3,458,-2,0.7,3,115.4,4,11,38.0,460,-10,0.2,7,115.9,11,38.8,470,+4,1.1
リッカカントリー,10,206.0,19.6,37.3,1700,7,10,12,460,+12,55.0,10,110.4,14,5,55,8,6,0,36.3,448,-1,1.9,6,84.8,10,10,7,8,0.0,449,+5,0.6,1,83.8,10,3,5,5,0.0,444,-4,-0.3,2,82.9,6,4,0.0,448,-6,0.0,1,83.5,1,0.0,454,-3,-0.8
リーティラ,8,157.5,15.3,28.9,1700,7,11,1,490,+6,55.0,16,125.1,16,8,55,13,13,15,37.8,484,-8,2.7,16,99.0,18,6,6,6,37.1,492,0,1.6,9,117.3,11,10,9,8,40.4,492,0,2.8,17,83.4,2,18,35.7,492,0,2.7,13,74.1,9,37.7,492,0,1.3
バイブレイションズ,7,30.1,3.2,5.6,1700,8,12,2,466,+6,53.0,11,109.0,13,8,52,13,13,8,40.7,460,-6,2.0,15,149.2,16,9,7,7,36.9,466,+2,2.7,10,111.1,13,1,13,13,36.5,464,-6,1.7,4,108.6,3,10,34.5,470,-8,0.3,14,117.6,7,40.4,478,+12,2.4
ヤマニンギモーヴ,9,5.0,1.5,2.4,1700,8,13,1,484,0,53.0,14,124.2,16,13,52,6,6,10,37.5,484,-2,1.8,6,107.0,13,10,4,4,38.5,486,+6,0.9,2,107.1,10,7,2,2,37.8,480,+2,0.1,1,105.6,13,2,39.2,478,-2,0.0,11,116.2,2,40.8,480,0,2.9
