馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
アンプレヴー,5,13.2,2.5,3.9,1000,1,1,19,430,+2,55.0,14,71.0,16,17,55,4,5,0,37.1,428,0,1.2,11,73.2,15,4,6,8,38.8,428,-4,2.2,8,107.9,13,11,4,4,39.1,432,+18,1.4,10,59.9,14,12,36.0,414,-8,1.3,3,72.0,2,36.3,422,-2,0.6
コアレススキャン,6,32.0,5.4,9.0,1000,2,2,5,468,+2,51.0,13,110.9,13,12,54,3,5,7,42.7,466,-6,5.2,11,108.1,15,14,1,1,40.8,472,0,1.8,1,108.0,16,1,1,1,38.4,472,+6,-0.3,4,108.9,16,4,39.4,466,+2,1.0,2,109.7,6,40.6,464,+4,0.6
スピーディセイコー,2,2.9,1.3,1.7,1000,3,3,1,488,+4,57.0,3,59.8,12,8,57,2,3,0,36.1,484,-2,0.2,5,59.7,12,8,8,8,35.5,486,-4,0.3,13,74.1,15,10,3,3,40.0,490,-8,2.5,2,68.5,16,1,37.2,498,+24,0.2,14,56.2,5,33.9,474,-6,1.1
ドナルドバローズ,4,9.7,2.0,3.0,1000,4,4,0,434,-2,54.0,5,60.2,11,9,54,9,8,0,36.1,436,+10,0.5,6,59.8,12,1,10,10,35.3,426,-2,0.4,14,81.3,15,10,8,12,38.8,428,0,3.1,11,72.6,13,12,37.8,428,-4,2.4,14,71.3,10,36.5,432,0,1.6
プリンセスネージュ,1,5.3,1.4,2.0,1000,5,5,2,486,+10,52.0,1,59.2,12,1,54,1,1,0,35.8,476,-2,-0.4,15,118.8,16,7,13,13,41.9,478,+4,2.5,14,74.2,16,2,1,2,39.1,474,+6,2.3,14,74.9,3,1,39.2,468,0,2.9,0,0,0,0,0,0,0
デステニーアロー,7,103.9,23.5,40.0,1000,5,6,0,428,-2,55.0,8,61.0,12,9,55,12,12,0,36.2,430,+12,1.6,14,80.6,16,8,11,11,37.3,418,+4,1.7,9,72.2,14,10,8,7,37.3,414,+6,1.4,10,73.1,2,13,36.8,408,0,1.1,8,74.1,9,37.6,408,-4,2.3
バリバリセレブ,3,19.1,3.3,5.3,1000,6,7,1,474,+2,57.0,8,60.3,12,11,57,4,3,0,36.4,472,-4,0.7,5,60.2,12,2,4,4,36.6,476,-6,1.0,6,72.8,15,7,3,3,38.7,482,-2,1.2,9,60.4,10,2,37.5,484,+17,1.5,11,93.4,10,43.6,467,-15,4.2
トウカイアリュール,12,199.7,30.8,52.6,1000,6,8,1,510,+8,57.0,12,61.2,12,12,57,7,5,0,37.2,502,-2,1.6,9,109.4,9,5,9,9,41.3,504,-2,3.9,13,74.2,15,10,11,12,38.6,506,+2,1.6,5,73.2,10,6,37.6,504,-3,0.5,13,75.9,12,40.7,507,+1,2.9
ツーピースルーラー,8,2.6,1.2,1.6,1000,7,9,0,444,+2,51.0,1,59.4,12,6,53,1,1,0,36.1,442,-2,-0.3,7,75.0,15,3,3,3,40.4,444,-4,1.1,4,60.6,12,5,4,6,36.9,448,+2,1.1,7,61.8,2,4,37.9,446,+2,0.9,2,60.9,3,37.0,444,0,0.2
リネンピュア,10,252.1,18.0,30.6,1000,7,10,1,448,+2,55.0,11,60.8,12,10,55,9,8,0,36.5,446,+4,1.2,7,60.3,12,5,11,10,35.7,442,+2,1.1,5,74.7,11,7,1,1,0.0,440,+4,1.7,12,73.3,13,11,38.0,436,+4,1.0,16,71.7,1,37.1,432,-16,2.3
アルマダ,11,39.8,5.0,8.3,1000,8,11,0,442,-2,57.0,7,60.7,12,2,56,6,6,0,36.7,444,+6,1.3,8,60.2,12,9,10,10,36.2,438,0,1.7,7,59.9,12,6,6,6,36.1,438,+2,0.5,10,70.3,1,5,37.7,436,-6,1.1,2,59.4,1,36.1,442,-2,0.7
オメガドルチェ,9,36.9,3.7,6.0,1000,8,12,3,464,+8,55.0,7,60.1,12,5,55,5,5,0,36.7,456,+2,1.6,13,56.3,16,5,9,0,33.5,454,+6,1.2,1,91.5,12,6,1,1,39.6,448,-7,-0.5,2,93.5,7,2,41.4,455,-6,0.3,1,82.7,2,40.0,461,+13,-0.5
